KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000866001,T000866002,T000866003,T000866004,T000866005,T000866006,T000866007,T000866008,T000866009,T000866010,T000866011,T000866012,T000866013
,,,,,,,総数,Ａ　管理的職業従事者,Ｂ　専門的・技術的職業従事者,Ｃ　事務従事者,Ｄ　販売従事者,Ｅ　サービス職業従事者,Ｆ　保安職業従事者,Ｇ　農林漁業従事者,Ｈ　生産工程従事者,Ｉ　輸送・機械運転従事者,Ｊ　建設・採掘従事者,Ｋ　運搬・清掃・包装等従事者,Ｌ　分類不能の職業
1636043003,3,十勝総合振興局清水町,御影東一条３丁目,1,,43004,16,-,5,3,2,1,1,-,1,-,1,-,2
1636043004,3,十勝総合振興局清水町,御影東一条４丁目,2,43003,,X,X,X,X,X,X,X,X,X,X,X,X,X
1636043005,3,十勝総合振興局清水町,御影東一条５丁目,0,,,12,-,2,1,1,5,-,-,1,-,1,1,-
16360440,2,十勝総合振興局清水町,御影東二条,1,,044001;044002,19,-,3,4,1,1,-,-,9,-,-,1,-
1636044001,3,十勝総合振興局清水町,御影東二条１丁目,2,440,,X,X,X,X,X,X,X,X,X,X,X,X,X
1636044002,3,十勝総合振興局清水町,御影東二条２丁目,2,440,,X,X,X,X,X,X,X,X,X,X,X,X,X
1636044003,3,十勝総合振興局清水町,御影東二条３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1636044004,3,十勝総合振興局清水町,御影東二条４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
16360450,2,十勝総合振興局清水町,御影東三条,0,,,41,1,6,3,3,5,-,6,4,2,5,5,1
1636045001,3,十勝総合振興局清水町,御影東三条１丁目,0,,,9,-,3,-,-,-,-,-,1,2,2,1,-
1636045002,3,十勝総合振興局清水町,御影東三条２丁目,0,,,10,1,-,1,1,1,-,1,1,-,1,2,1
1636045003,3,十勝総合振興局清水町,御影東三条３丁目,0,,,7,-,2,2,1,-,-,-,1,-,-,1,-
1636045004,3,十勝総合振興局清水町,御影東三条４丁目,0,,,9,-,1,-,1,4,-,1,1,-,1,-,-
1636045005,3,十勝総合振興局清水町,御影東三条５丁目,0,,,6,-,-,-,-,-,-,4,-,-,1,1,-
16360460,2,十勝総合振興局清水町,御影東四条,0,,,97,-,8,11,5,23,3,8,10,4,8,16,1
1636046001,3,十勝総合振興局清水町,御影東四条１丁目,2,46002,,X,X,X,X,X,X,X,X,X,X,X,X,X
1636046002,3,十勝総合振興局清水町,御影東四条２丁目,1,,46001,33,-,5,4,1,9,2,4,3,1,2,2,-
1636046003,3,十勝総合振興局清水町,御影東四条３丁目,0,,,24,-,1,3,1,7,1,4,-,-,5,1,1
1636046004,3,十勝総合振興局清水町,御影東四条４丁目,0,,,21,-,1,2,2,1,-,-,3,1,1,10,-
1636046005,3,十勝総合振興局清水町,御影東四条５丁目,0,,,19,-,1,2,1,6,-,-,4,2,-,3,-
16360470,2,十勝総合振興局清水町,御影東五条,0,,,42,1,3,7,2,9,1,5,2,5,-,7,-
1636047001,3,十勝総合振興局清水町,御影東五条１丁目,0,,,9,-,-,1,-,2,-,2,-,2,-,2,-
1636047004,3,十勝総合振興局清水町,御影東五条４丁目,0,,,20,-,2,4,1,3,-,3,2,3,-,2,-
1636047005,3,十勝総合振興局清水町,御影東五条５丁目,0,,,13,1,1,2,1,4,1,-,-,-,-,3,-
1636047006,3,十勝総合振興局清水町,御影東五条６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
16360480,2,十勝総合振興局清水町,御影東六条,0,,,70,1,10,11,10,9,4,8,11,3,1,2,-
1636048001,3,十勝総合振興局清水町,御影東六条１丁目,2,530,,X,X,X,X,X,X,X,X,X,X,X,X,X
1636048004,3,十勝総合振興局清水町,御影東六条４丁目,0,,,33,-,4,3,5,4,1,5,6,3,1,1,-
1636048005,3,十勝総合振興局清水町,御影東六条５丁目,0,,,24,-,3,5,4,3,1,2,5,-,-,1,-
1636048006,3,十勝総合振興局清水町,御影東六条６丁目,0,,,13,1,3,3,1,2,2,1,-,-,-,-,-
16360490,2,十勝総合振興局清水町,御影東七条,0,,,53,2,13,10,1,7,1,2,12,-,1,3,1
1636049001,3,十勝総合振興局清水町,御影東七条１丁目,2,530,,X,X,X,X,X,X,X,X,X,X,X,X,X
1636049004,3,十勝総合振興局清水町,御影東七条４丁目,0,,,37,2,11,8,1,4,1,1,6,-,-,2,1
1636049005,3,十勝総合振興局清水町,御影東七条５丁目,0,,,16,-,2,2,-,3,-,1,6,-,1,1,-
16360500,2,十勝総合振興局清水町,御影東一条南,0,,,80,3,8,8,5,11,1,5,14,5,4,16,-
1636050001,3,十勝総合振興局清水町,御影東一条南１丁目,0,,,12,-,-,2,-,2,-,1,2,1,-,4,-
1636050002,3,十勝総合振興局清水町,御影東一条南２丁目,0,,,29,2,-,2,3,3,-,1,6,3,-,9,-
1636050003,3,十勝総合振興局清水町,御影東一条南３丁目,0,,,39,1,8,4,2,6,1,3,6,1,4,3,-
16360510,2,十勝総合振興局清水町,御影東二条南,0,,,91,2,11,13,6,14,2,12,13,7,3,8,-
1636051001,3,十勝総合振興局清水町,御影東二条南１丁目,0,,,38,1,2,7,2,8,1,8,5,1,1,2,-
1636051002,3,十勝総合振興局清水町,御影東二条南２丁目,0,,,22,1,3,2,2,3,-,4,2,2,2,1,-
1636051003,3,十勝総合振興局清水町,御影東二条南３丁目,0,,,31,-,6,4,2,3,1,-,6,4,-,5,-
16360520,2,十勝総合振興局清水町,御影東三条南,0,,,33,2,1,3,1,5,-,7,1,1,3,9,-
1636052001,3,十勝総合振興局清水町,御影東三条南１丁目,0,,,14,-,-,1,-,3,-,3,-,-,1,6,-
1636052002,3,十勝総合振興局清水町,御影東三条南２丁目,0,,,8,1,-,-,1,2,-,2,-,1,-,1,-
1636052003,3,十勝総合振興局清水町,御影東三条南３丁目,0,,,11,1,1,2,-,-,-,2,1,-,2,2,-
16360530,2,十勝総合振興局清水町,字御影,1,,048001;049001,243,1,10,15,6,18,-,155,12,5,7,11,3
16360540,2,十勝総合振興局清水町,御影東八条,0,,,28,-,6,3,-,7,2,3,3,-,-,2,2
1636054004,3,十勝総合振興局清水町,御影東八条４丁目,0,,,19,-,4,1,-,7,2,1,2,-,-,1,1
1636054005,3,十勝総合振興局清水町,御影東八条５丁目,0,,,9,-,2,2,-,-,-,2,1,-,-,1,1
1637,1,十勝総合振興局芽室町,,0,,,9475,183,1181,1282,752,880,150,2076,973,453,320,700,525
16370070,2,十勝総合振興局芽室町,西五条,0,,,165,5,24,15,15,24,3,10,33,4,13,12,7
1637007001,3,十勝総合振興局芽室町,西五条１丁目,0,,,34,1,2,5,3,3,1,3,6,-,3,4,3
1637007002,3,十勝総合振興局芽室町,西五条２丁目,0,,,24,2,2,1,1,3,1,4,3,2,2,2,1
1637007003,3,十勝総合振興局芽室町,西五条３丁目,0,,,17,-,4,-,1,3,-,2,3,1,1,2,-
1637007004,3,十勝総合振興局芽室町,西五条４丁目,0,,,12,-,3,1,1,1,1,-,1,1,2,-,1
1637007005,3,十勝総合振興局芽室町,西五条５丁目,1,,7006,23,-,4,1,3,6,-,-,6,-,1,-,2
1637007006,3,十勝総合振興局芽室町,西五条６丁目,2,7005,,X,X,X,X,X,X,X,X,X,X,X,X,X
1637007007,3,十勝総合振興局芽室町,西五条７丁目,0,,,22,-,5,4,1,4,-,-,6,-,2,-,-
1637007008,3,十勝総合振興局芽室町,西五条８丁目,0,,,21,2,-,2,4,3,-,1,6,-,1,2,-
1637007009,3,十勝総合振興局芽室町,西五条９丁目,0,,,12,-,4,1,1,1,-,-,2,-,1,2,-
16370080,2,十勝総合振興局芽室町,西四条,0,,,333,-,23,28,43,48,5,11,54,34,14,53,20
1637008001,3,十勝総合振興局芽室町,西四条１丁目,0,,,31,-,3,7,2,6,1,-,7,3,-,1,1
1637008002,3,十勝総合振興局芽室町,西四条２丁目,0,,,38,-,1,2,5,6,1,3,7,2,-,11,-
1637008003,3,十勝総合振興局芽室町,西四条３丁目,0,,,66,-,1,4,7,13,1,1,7,9,6,11,6
1637008004,3,十勝総合振興局芽室町,西四条４丁目,0,,,31,-,3,-,4,2,1,2,8,2,1,7,1
1637008005,3,十勝総合振興局芽室町,西四条５丁目,0,,,46,-,10,4,5,5,-,1,5,1,2,5,8
1637008006,3,十勝総合振興局芽室町,西四条６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637008007,3,十勝総合振興局芽室町,西四条７丁目,1,,9007,8,-,3,-,3,-,-,1,-,1,-,-,-
1637008008,3,十勝総合振興局芽室町,西四条８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637008009,3,十勝総合振興局芽室町,西四条９丁目,0,,,113,-,2,11,17,16,1,3,20,16,5,18,4
16370090,2,十勝総合振興局芽室町,西三条,0,,,145,2,19,31,9,14,3,15,8,18,8,10,8
1637009001,3,十勝総合振興局芽室町,西三条１丁目,0,,,16,-,1,2,2,1,-,2,1,2,-,3,2
1637009002,3,十勝総合振興局芽室町,西三条２丁目,0,,,12,-,3,2,-,2,-,2,2,1,-,-,-
1637009003,3,十勝総合振興局芽室町,西三条３丁目,0,,,16,-,4,2,2,2,-,3,1,1,-,-,1
1637009004,3,十勝総合振興局芽室町,西三条４丁目,0,,,67,2,10,15,3,7,3,4,4,10,4,5,-
1637009005,3,十勝総合振興局芽室町,西三条５丁目,0,,,34,-,1,10,2,2,-,4,-,4,4,2,5
1637009006,3,十勝総合振興局芽室町,西三条６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637009007,3,十勝総合振興局芽室町,西三条７丁目,2,8007,,X,X,X,X,X,X,X,X,X,X,X,X,X
16370100,2,十勝総合振興局芽室町,西二条,0,,,142,1,27,17,10,22,3,14,21,9,7,4,7
1637010001,3,十勝総合振興局芽室町,西二条１丁目,0,,,12,-,1,2,3,1,-,1,1,-,3,-,-
1637010002,3,十勝総合振興局芽室町,西二条２丁目,0,,,32,-,9,1,2,6,-,4,6,2,1,-,1
1637010003,3,十勝総合振興局芽室町,西二条３丁目,0,,,17,-,4,3,2,2,1,2,1,1,-,-,1
1637010004,3,十勝総合振興局芽室町,西二条４丁目,0,,,19,-,3,4,1,3,1,4,3,-,-,-,-
1637010005,3,十勝総合振興局芽室町,西二条５丁目,0,,,26,-,4,4,2,4,1,-,6,2,2,1,-
1637010006,3,十勝総合振興局芽室町,西二条６丁目,0,,,14,-,3,2,-,2,-,1,2,1,-,1,2
1637010007,3,十勝総合振興局芽室町,西二条７丁目,0,,,22,1,3,1,-,4,-,2,2,3,1,2,3
1637010008,3,十勝総合振興局芽室町,西二条８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637010009,3,十勝総合振興局芽室町,西二条９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
16370110,2,十勝総合振興局芽室町,西一条,0,,,215,12,16,34,28,30,4,10,23,13,14,16,15
1637011001,3,十勝総合振興局芽室町,西一条１丁目,0,,,18,1,2,3,4,3,-,-,-,3,1,1,-
1637011002,3,十勝総合振興局芽室町,西一条２丁目,0,,,28,2,3,6,4,6,-,1,1,2,2,1,-
1637011003,3,十勝総合振興局芽室町,西一条３丁目,0,,,44,1,1,11,6,4,-,3,5,2,2,1,8
1637011004,3,十勝総合振興局芽室町,西一条４丁目,0,,,28,1,-,5,4,4,-,-,3,2,5,3,1
1637011005,3,十勝総合振興局芽室町,西一条５丁目,0,,,61,-,8,6,6,7,4,4,9,4,3,6,4
1637011006,3,十勝総合振興局芽室町,西一条６丁目,0,,,18,5,1,1,2,1,-,1,4,-,1,2,-
1637011007,3,十勝総合振興局芽室町,西一条７丁目,0,,,18,2,1,2,2,5,-,1,1,-,-,2,2
1637011008,3,十勝総合振興局芽室町,西一条８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637011009,3,十勝総合振興局芽室町,西一条９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
16370120,2,十勝総合振興局芽室町,本通,0,,,154,14,14,24,22,38,3,5,10,9,3,8,4
1637012001,3,十勝総合振興局芽室町,本通１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637012002,3,十勝総合振興局芽室町,本通２丁目,0,,,23,1,2,1,9,7,1,-,-,-,-,2,-
1637012003,3,十勝総合振興局芽室町,本通３丁目,0,,,35,1,1,5,7,11,1,-,5,1,1,2,-
1637012004,3,十勝総合振興局芽室町,本通４丁目,0,,,26,10,2,5,-,8,-,-,-,-,-,1,-
1637012005,3,十勝総合振興局芽室町,本通５丁目,0,,,27,-,2,4,5,6,1,2,-,3,1,1,2
1637012006,3,十勝総合振興局芽室町,本通６丁目,0,,,19,1,3,4,-,4,-,-,2,2,1,1,1
1637012007,3,十勝総合振興局芽室町,本通７丁目,1,,12008,24,1,4,5,1,2,-,3,3,3,-,1,1
1637012008,3,十勝総合振興局芽室町,本通８丁目,2,12007,,X,X,X,X,X,X,X,X,X,X,X,X,X
1637012009,3,十勝総合振興局芽室町,本通９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
16370130,2,十勝総合振興局芽室町,東一条,0,,,180,6,24,20,24,30,3,15,17,9,2,20,10
1637013001,3,十勝総合振興局芽室町,東一条１丁目,0,,,7,1,-,-,1,1,-,2,2,-,-,-,-
1637013002,3,十勝総合振興局芽室町,東一条２丁目,0,,,41,-,5,1,7,8,1,1,6,2,-,7,3
1637013003,3,十勝総合振興局芽室町,東一条３丁目,0,,,11,1,2,1,2,2,-,-,1,-,-,2,-
1637013004,3,十勝総合振興局芽室町,東一条４丁目,0,,,20,-,3,3,1,8,-,1,2,1,-,-,1
1637013005,3,十勝総合振興局芽室町,東一条５丁目,0,,,23,2,3,3,-,6,-,-,2,2,-,4,1
1637013006,3,十勝総合振興局芽室町,東一条６丁目,0,,,10,1,2,-,3,2,-,1,-,1,-,-,-
1637013007,3,十勝総合振興局芽室町,東一条７丁目,0,,,46,-,3,9,8,1,-,6,3,3,2,6,5
1637013008,3,十勝総合振興局芽室町,東一条８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637013010,3,十勝総合振興局芽室町,東一条１０丁目,1,,14010,22,1,6,3,2,2,2,4,1,-,-,1,-
16370140,2,十勝総合振興局芽室町,東二条,0,,,122,3,18,20,9,20,1,4,22,6,4,13,2
1637014001,3,十勝総合振興局芽室町,東二条１丁目,0,,,7,-,5,-,-,2,-,-,-,-,-,-,-
1637014002,3,十勝総合振興局芽室町,東二条２丁目,0,,,10,-,-,-,1,7,-,-,-,-,-,1,1
1637014003,3,十勝総合振興局芽室町,東二条３丁目,0,,,10,-,3,1,-,1,-,-,4,1,-,-,-
1637014004,3,十勝総合振興局芽室町,東二条４丁目,0,,,31,3,4,5,3,5,1,1,7,-,-,2,-
1637014005,3,十勝総合振興局芽室町,東二条５丁目,0,,,15,-,2,3,2,1,-,-,3,1,2,1,-
1637014006,3,十勝総合振興局芽室町,東二条６丁目,0,,,30,-,1,4,3,3,-,1,8,2,2,6,-
1637014007,3,十勝総合振興局芽室町,東二条７丁目,0,,,19,-,3,7,-,1,-,2,-,2,-,3,1
1637014010,3,十勝総合振興局芽室町,東二条１０丁目,2,13010,,X,X,X,X,X,X,X,X,X,X,X,X,X
16370150,2,十勝総合振興局芽室町,東三条,0,,,106,6,14,24,12,11,4,10,11,5,-,8,1
1637015001,3,十勝総合振興局芽室町,東三条１丁目,0,,,10,1,-,2,3,-,-,-,1,2,-,1,-
1637015002,3,十勝総合振興局芽室町,東三条２丁目,0,,,42,-,6,8,3,8,3,2,5,2,-,4,1
1637015003,3,十勝総合振興局芽室町,東三条３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637015004,3,十勝総合振興局芽室町,東三条４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637015005,3,十勝総合振興局芽室町,東三条５丁目,0,,,13,2,-,4,-,1,1,4,1,-,-,-,-
1637015006,3,十勝総合振興局芽室町,東三条６丁目,0,,,13,-,1,4,-,-,-,4,2,-,-,2,-
1637015007,3,十勝総合振興局芽室町,東三条７丁目,0,,,22,-,4,6,6,2,-,-,2,1,-,1,-
1637015008,3,十勝総合振興局芽室町,東三条８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637015010,3,十勝総合振興局芽室町,東三条１０丁目,0,,,6,3,3,-,-,-,-,-,-,-,-,-,-
16370160,2,十勝総合振興局芽室町,東四条,0,,,149,5,13,36,20,17,3,11,11,5,12,12,4
1637016001,3,十勝総合振興局芽室町,東四条１丁目,0,,,14,-,-,1,2,3,-,1,-,1,3,3,-
1637016002,3,十勝総合振興局芽室町,東四条２丁目,0,,,11,1,4,2,-,3,-,-,-,-,1,-,-
1637016003,3,十勝総合振興局芽室町,東四条３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637016004,3,十勝総合振興局芽室町,東四条４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637016005,3,十勝総合振興局芽室町,東四条５丁目,0,,,18,1,1,7,1,2,1,2,1,-,-,1,1
1637016006,3,十勝総合振興局芽室町,東四条６丁目,0,,,30,1,3,8,3,4,-,4,2,1,1,3,-
1637016007,3,十勝総合振興局芽室町,東四条７丁目,0,,,39,-,4,10,6,2,1,1,4,3,6,1,1
1637016008,3,十勝総合振興局芽室町,東四条８丁目,1,,16009,28,2,1,7,7,1,1,3,2,-,1,3,-
1637016009,3,十勝総合振興局芽室町,東四条９丁目,2,16008,,X,X,X,X,X,X,X,X,X,X,X,X,X
1637016010,3,十勝総合振興局芽室町,東四条１０丁目,0,,,9,-,-,1,1,2,-,-,2,-,-,1,2
16370170,2,十勝総合振興局芽室町,東五条,0,,,285,4,41,51,33,25,4,16,39,16,13,26,17
1637017001,3,十勝総合振興局芽室町,東五条１丁目,0,,,11,1,3,1,1,-,1,1,1,-,-,2,-
1637017002,3,十勝総合振興局芽室町,東五条２丁目,0,,,42,-,3,10,8,4,1,1,5,1,1,7,1
1637017003,3,十勝総合振興局芽室町,東五条３丁目,0,,,12,-,6,3,1,1,-,-,-,1,-,-,-
1637017004,3,十勝総合振興局芽室町,東五条４丁目,0,,,44,-,9,4,3,3,-,2,11,1,4,4,3
1637017005,3,十勝総合振興局芽室町,東五条５丁目,0,,,32,1,1,14,4,1,1,-,3,1,2,3,1
1637017006,3,十勝総合振興局芽室町,東五条６丁目,0,,,26,-,7,4,2,2,1,2,1,5,-,2,-
1637017007,3,十勝総合振興局芽室町,東五条７丁目,0,,,25,1,4,3,5,2,-,-,2,1,2,2,3
1637017008,3,十勝総合振興局芽室町,東五条８丁目,0,,,46,-,5,4,3,8,-,4,9,2,-,2,9
1637017009,3,十勝総合振興局芽室町,東五条９丁目,0,,,17,-,-,3,2,1,-,6,2,1,-,2,-
1637017010,3,十勝総合振興局芽室町,東五条１０丁目,0,,,30,1,3,5,4,3,-,-,5,3,4,2,-
16370180,2,十勝総合振興局芽室町,東六条,0,,,554,12,98,108,47,56,14,43,66,30,25,34,21
1637018001,3,十勝総合振興局芽室町,東六条１丁目,0,,,15,-,-,3,1,1,-,2,4,-,2,1,1
1637018002,3,十勝総合振興局芽室町,東六条２丁目,0,,,71,6,7,8,5,6,4,12,10,3,5,3,2
1637018003,3,十勝総合振興局芽室町,東六条３丁目,0,,,21,-,2,3,2,3,-,4,1,1,1,-,4
1637018004,3,十勝総合振興局芽室町,東六条４丁目,0,,,91,1,14,21,9,15,2,5,11,4,3,4,2
1637018005,3,十勝総合振興局芽室町,東六条５丁目,0,,,76,-,35,20,6,1,3,1,4,1,-,3,2
1637018006,3,十勝総合振興局芽室町,東六条６丁目,0,,,66,3,11,17,3,10,2,2,6,3,3,2,4
1637018007,3,十勝総合振興局芽室町,東六条７丁目,0,,,98,1,19,12,9,8,2,8,10,12,3,11,3
1637018008,3,十勝総合振興局芽室町,東六条８丁目,0,,,47,1,6,12,3,8,-,4,2,2,4,4,1
1637018009,3,十勝総合振興局芽室町,東六条９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637018010,3,十勝総合振興局芽室町,東六条１０丁目,0,,,69,-,4,12,9,4,1,5,18,4,4,6,2
16370190,2,十勝総合振興局芽室町,東七条,0,,,335,2,58,56,45,36,9,13,37,19,12,28,20
1637019001,3,十勝総合振興局芽室町,東七条１丁目,0,,,34,-,5,4,6,2,1,2,5,1,-,3,5
1637019002,3,十勝総合振興局芽室町,東七条２丁目,0,,,36,-,6,6,9,5,-,1,5,1,-,-,3
1637019003,3,十勝総合振興局芽室町,東七条３丁目,0,,,40,-,4,12,3,3,-,1,7,3,2,2,3
1637019004,3,十勝総合振興局芽室町,東七条４丁目,0,,,27,-,5,1,3,4,3,-,3,3,-,5,-
1637019005,3,十勝総合振興局芽室町,東七条５丁目,0,,,40,-,10,11,3,4,3,2,2,1,1,3,-
1637019006,3,十勝総合振興局芽室町,東七条６丁目,0,,,40,-,8,10,4,5,1,3,2,2,3,1,1
1637019007,3,十勝総合振興局芽室町,東七条７丁目,0,,,49,1,16,5,8,6,1,1,6,2,1,2,-
1637019008,3,十勝総合振興局芽室町,東七条８丁目,0,,,42,1,2,4,5,5,-,2,3,5,2,7,6
1637019009,3,十勝総合振興局芽室町,東七条９丁目,0,,,12,-,2,1,4,-,-,1,-,1,1,2,-
1637019010,3,十勝総合振興局芽室町,東七条１０丁目,0,,,15,-,-,2,-,2,-,-,4,-,2,3,2
16370200,2,十勝総合振興局芽室町,東八条,0,,,219,1,35,27,17,28,4,7,24,14,7,30,25
1637020003,3,十勝総合振興局芽室町,東八条３丁目,0,,,17,-,1,2,2,1,1,1,3,1,-,3,2
1637020004,3,十勝総合振興局芽室町,東八条４丁目,0,,,31,-,5,3,1,7,1,-,2,3,1,6,2
1637020005,3,十勝総合振興局芽室町,東八条５丁目,0,,,20,-,1,4,2,1,-,-,4,1,-,4,3
1637020006,3,十勝総合振興局芽室町,東八条６丁目,0,,,45,1,9,5,2,6,-,3,6,3,1,4,5
1637020007,3,十勝総合振興局芽室町,東八条７丁目,0,,,44,-,6,5,4,4,2,1,5,3,3,4,7
1637020008,3,十勝総合振興局芽室町,東八条８丁目,0,,,23,-,9,2,2,1,-,1,2,1,-,3,2
1637020009,3,十勝総合振興局芽室町,東八条９丁目,1,,20010,39,-,4,6,4,8,-,1,2,2,2,6,4
1637020010,3,十勝総合振興局芽室町,東八条１０丁目,2,20009,,X,X,X,X,X,X,X,X,X,X,X,X,X
16370210,2,十勝総合振興局芽室町,東九条,0,,,174,2,22,29,21,19,5,10,17,12,5,20,12
1637021005,3,十勝総合振興局芽室町,東九条５丁目,0,,,27,1,-,9,4,3,-,-,-,3,-,4,3
1637021006,3,十勝総合振興局芽室町,東九条６丁目,0,,,34,-,1,7,5,5,1,2,4,2,1,3,3
1637021007,3,十勝総合振興局芽室町,東九条７丁目,0,,,37,-,12,6,2,4,2,2,4,-,2,3,-
1637021008,3,十勝総合振興局芽室町,東九条８丁目,0,,,18,-,3,-,3,1,-,1,-,1,1,5,3
1637021009,3,十勝総合振興局芽室町,東九条９丁目,0,,,4,-,1,1,-,-,-,-,1,-,-,-,1
1637021010,3,十勝総合振興局芽室町,東九条１０丁目,0,,,54,1,5,6,7,6,2,5,8,6,1,5,2
16370220,2,十勝総合振興局芽室町,東十条,0,,,320,8,48,56,42,37,5,11,34,26,7,30,16
1637022006,3,十勝総合振興局芽室町,東十条６丁目,0,,,62,2,14,7,7,6,1,3,5,5,2,8,2
1637022007,3,十勝総合振興局芽室町,東十条７丁目,0,,,104,2,15,15,14,13,1,5,14,9,2,7,7
1637022008,3,十勝総合振興局芽室町,東十条８丁目,0,,,87,4,10,18,12,8,1,2,8,10,1,9,4
1637022009,3,十勝総合振興局芽室町,東十条９丁目,1,,22010,67,-,9,16,9,10,2,1,7,2,2,6,3
1637022010,3,十勝総合振興局芽室町,東十条１０丁目,2,22009,,X,X,X,X,X,X,X,X,X,X,X,X,X
16370230,2,十勝総合振興局芽室町,東十一条,0,,,91,-,19,7,16,10,-,2,20,3,2,7,5
1637023007,3,十勝総合振興局芽室町,東十一条７丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637023008,3,十勝総合振興局芽室町,東十一条８丁目,0,,,27,-,7,3,6,3,-,-,6,-,-,-,2
1637023009,3,十勝総合振興局芽室町,東十一条９丁目,1,,23010,64,-,12,4,10,7,-,2,14,3,2,7,3
1637023010,3,十勝総合振興局芽室町,東十一条１０丁目,2,23009,,X,X,X,X,X,X,X,X,X,X,X,X,X
16370240,2,十勝総合振興局芽室町,東十二条,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
16370250,2,十勝総合振興局芽室町,西四条南,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
16370260,2,十勝総合振興局芽室町,西三条南,0,,,207,1,34,36,20,17,4,11,34,9,9,27,5
1637026001,3,十勝総合振興局芽室町,西三条南１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637026002,3,十勝総合振興局芽室町,西三条南２丁目,0,,,12,-,-,-,1,2,-,2,4,-,1,2,-
1637026003,3,十勝総合振興局芽室町,西三条南３丁目,0,,,45,-,11,9,6,4,-,-,3,3,3,3,3
1637026004,3,十勝総合振興局芽室町,西三条南４丁目,0,,,69,1,13,13,9,7,2,5,9,2,-,7,1
1637026005,3,十勝総合振興局芽室町,西三条南５丁目,0,,,35,-,1,4,2,3,1,-,9,3,2,9,1
1637026006,3,十勝総合振興局芽室町,西三条南６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637026008,3,十勝総合振興局芽室町,西三条南８丁目,0,,,21,-,3,7,-,1,-,2,3,1,2,2,-
1637026009,3,十勝総合振興局芽室町,西三条南９丁目,0,,,25,-,6,3,2,-,1,2,6,-,1,4,-
16370270,2,十勝総合振興局芽室町,西二条南,0,,,221,3,47,42,14,21,6,14,23,10,11,21,9
1637027002,3,十勝総合振興局芽室町,西二条南２丁目,0,,,29,-,3,7,1,3,-,6,-,5,1,1,2
1637027003,3,十勝総合振興局芽室町,西二条南３丁目,0,,,19,-,6,3,1,1,1,-,5,1,-,1,-
1637027004,3,十勝総合振興局芽室町,西二条南４丁目,0,,,38,1,9,9,3,3,-,5,1,-,2,4,1
1637027005,3,十勝総合振興局芽室町,西二条南５丁目,0,,,28,-,1,3,4,4,-,-,7,2,2,5,-
1637027006,3,十勝総合振興局芽室町,西二条南６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637027007,3,十勝総合振興局芽室町,西二条南７丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637027008,3,十勝総合振興局芽室町,西二条南８丁目,0,,,71,1,19,15,5,6,3,1,6,1,5,4,5
1637027009,3,十勝総合振興局芽室町,西二条南９丁目,0,,,36,1,9,5,-,4,2,2,4,1,1,6,1
16370280,2,十勝総合振興局芽室町,西一条南,0,,,306,2,60,64,29,32,6,13,38,13,9,28,12
1637028001,3,十勝総合振興局芽室町,西一条南１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1637028002,3,十勝総合振興局芽室町,西一条南２丁目,0,,,38,1,10,6,3,4,-,1,2,3,2,6,-
1637028003,3,十勝総合振興局芽室町,西一条南３丁目,0,,,29,-,3,3,1,3,2,3,7,2,-,5,-
1637028004,3,十勝総合振興局芽室町,西一条南４丁目,0,,,34,-,2,6,3,4,-,2,7,3,2,3,2
1637028005,3,十勝総合振興局芽室町,西一条南５丁目,0,,,28,-,9,3,-,4,-,4,3,1,-,1,3
1637028006,3,十勝総合振興局芽室町,西一条南６丁目,0,,,61,-,11,18,6,6,1,1,8,2,1,6,1
