KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000851001,T000851002,T000851003,T000851004,T000851005,T000851006,T000851007,T000851008,T000851009
,,,,,,,一般世帯総数,　親族世帯,　核家族世帯,　　うち夫婦のみの世帯,　　うち夫婦と子供から成る世帯,　核家族以外の世帯,　６歳未満世帯員のいる一般世帯総数,　１８歳未満世帯員のいる一般世帯総数,　６５歳以上世帯員のいる一般世帯総数
1101692015,3,札幌市中央区,南二十条西１５丁目,0,,,62,23,23,7,4,-,-,5,27
1101692016,3,札幌市中央区,南二十条西１６丁目,0,,,21,12,11,10,-,1,-,1,15
11016921,2,札幌市中央区,南二十一条西,0,,,1116,754,713,250,322,41,80,265,390
1101692105,3,札幌市中央区,南二十一条西５丁目,0,,,-,-,-,-,-,-,-,-,-
1101692106,3,札幌市中央区,南二十一条西６丁目,0,,,45,26,26,9,11,-,2,10,12
1101692107,3,札幌市中央区,南二十一条西７丁目,0,,,34,33,33,7,22,-,14,22,5
1101692108,3,札幌市中央区,南二十一条西８丁目,0,,,269,181,168,53,73,13,12,53,104
1101692109,3,札幌市中央区,南二十一条西９丁目,0,,,126,76,71,29,29,5,2,24,47
1101692110,3,札幌市中央区,南二十一条西１０丁目,0,,,74,37,35,12,14,2,9,16,18
1101692111,3,札幌市中央区,南二十一条西１１丁目,0,,,55,37,37,18,13,-,5,7,25
1101692112,3,札幌市中央区,南二十一条西１２丁目,0,,,83,62,58,21,27,4,7,25,38
1101692113,3,札幌市中央区,南二十一条西１３丁目,0,,,207,139,129,48,55,10,12,43,82
1101692114,3,札幌市中央区,南二十一条西１４丁目,0,,,62,43,40,14,19,3,10,20,22
1101692115,3,札幌市中央区,南二十一条西１５丁目,0,,,126,103,100,29,54,3,5,41,30
1101692116,3,札幌市中央区,南二十一条西１６丁目,0,,,35,17,16,10,5,1,2,4,7
11016922,2,札幌市中央区,南二十二条西,0,,,806,440,422,163,187,18,50,148,315
1101692206,3,札幌市中央区,南二十二条西６丁目,0,,,6,4,4,2,1,-,-,-,3
1101692207,3,札幌市中央区,南二十二条西７丁目,0,,,12,6,6,4,2,-,-,1,8
1101692208,3,札幌市中央区,南二十二条西８丁目,0,,,165,85,79,26,36,6,13,33,75
1101692209,3,札幌市中央区,南二十二条西９丁目,0,,,223,86,83,32,37,3,14,33,67
1101692210,3,札幌市中央区,南二十二条西１０丁目,0,,,24,21,20,4,13,1,5,12,8
1101692211,3,札幌市中央区,南二十二条西１１丁目,0,,,102,58,54,16,29,4,10,23,23
1101692212,3,札幌市中央区,南二十二条西１２丁目,0,,,97,61,59,32,18,2,3,9,50
1101692213,3,札幌市中央区,南二十二条西１３丁目,0,,,-,-,-,-,-,-,-,-,-
1101692214,3,札幌市中央区,南二十二条西１４丁目,0,,,59,55,54,14,32,1,3,29,14
1101692215,3,札幌市中央区,南二十二条西１５丁目,0,,,118,64,63,33,19,1,2,8,67
11016923,2,札幌市中央区,南二十三条西,0,,,1067,666,633,268,258,33,97,230,399
1101692307,3,札幌市中央区,南二十三条西７丁目,0,,,61,44,41,15,24,3,18,24,14
1101692308,3,札幌市中央区,南二十三条西８丁目,0,,,176,123,116,37,47,7,21,55,60
1101692309,3,札幌市中央区,南二十三条西９丁目,0,,,189,64,61,27,23,3,8,20,47
1101692310,3,札幌市中央区,南二十三条西１０丁目,0,,,18,15,14,4,10,1,2,8,5
1101692311,3,札幌市中央区,南二十三条西１１丁目,0,,,90,49,46,19,18,3,6,16,46
1101692312,3,札幌市中央区,南二十三条西１２丁目,0,,,373,278,268,137,99,10,21,64,197
1101692313,3,札幌市中央区,南二十三条西１３丁目,0,,,13,11,11,3,6,-,3,6,1
1101692314,3,札幌市中央区,南二十三条西１４丁目,0,,,71,47,42,13,24,5,11,22,18
1101692315,3,札幌市中央区,南二十三条西１５丁目,0,,,76,35,34,13,7,1,7,15,11
11016924,2,札幌市中央区,南二十四条西,0,,,979,615,581,224,231,34,72,172,408
1101692407,3,札幌市中央区,南二十四条西７丁目,0,,,86,51,49,18,19,2,7,11,35
1101692408,3,札幌市中央区,南二十四条西８丁目,0,,,190,129,120,53,48,9,9,33,80
1101692409,3,札幌市中央区,南二十四条西９丁目,0,,,149,108,105,46,41,3,14,30,67
1101692410,3,札幌市中央区,南二十四条西１０丁目,0,,,-,-,-,-,-,-,-,-,-
1101692411,3,札幌市中央区,南二十四条西１１丁目,0,,,96,43,39,13,15,4,1,6,42
1101692412,3,札幌市中央区,南二十四条西１２丁目,0,,,109,67,63,22,28,4,11,20,51
1101692413,3,札幌市中央区,南二十四条西１３丁目,0,,,36,27,24,10,9,3,2,6,22
1101692414,3,札幌市中央区,南二十四条西１４丁目,0,,,239,156,149,51,58,7,18,52,91
1101692415,3,札幌市中央区,南二十四条西１５丁目,0,,,74,34,32,11,13,2,10,14,20
11016925,2,札幌市中央区,南二十五条西,0,,,593,347,330,122,130,17,50,112,242
1101692507,3,札幌市中央区,南二十五条西７丁目,0,,,19,15,13,2,6,2,1,4,13
1101692508,3,札幌市中央区,南二十五条西８丁目,0,,,226,133,126,48,53,7,21,44,75
1101692509,3,札幌市中央区,南二十五条西９丁目,0,,,114,68,66,17,22,2,12,30,45
1101692510,3,札幌市中央区,南二十五条西１０丁目,0,,,-,-,-,-,-,-,-,-,-
1101692511,3,札幌市中央区,南二十五条西１１丁目,0,,,38,18,18,6,9,-,4,6,12
1101692512,3,札幌市中央区,南二十五条西１２丁目,0,,,94,63,58,25,22,5,4,14,55
1101692513,3,札幌市中央区,南二十五条西１３丁目,0,,,65,35,35,16,16,-,6,11,28
1101692514,3,札幌市中央区,南二十五条西１４丁目,0,,,37,15,14,8,2,1,2,3,14
11016926,2,札幌市中央区,南二十六条西,0,,,575,368,353,145,147,15,35,102,241
1101692607,3,札幌市中央区,南二十六条西７丁目,0,,,60,46,42,20,15,4,9,19,18
1101692608,3,札幌市中央区,南二十六条西８丁目,0,,,82,63,60,23,29,3,6,19,36
1101692609,3,札幌市中央区,南二十六条西９丁目,0,,,64,40,39,15,22,1,3,10,24
1101692610,3,札幌市中央区,南二十六条西１０丁目,0,,,-,-,-,-,-,-,-,-,-
1101692611,3,札幌市中央区,南二十六条西１１丁目,0,,,-,-,-,-,-,-,-,-,-
1101692612,3,札幌市中央区,南二十六条西１２丁目,0,,,176,94,92,39,28,2,4,14,105
1101692613,3,札幌市中央区,南二十六条西１３丁目,0,,,169,114,110,44,48,4,10,35,53
1101692614,3,札幌市中央区,南二十六条西１４丁目,0,,,24,11,10,4,5,1,3,5,5
11016927,2,札幌市中央区,南二十七条西,0,,,240,173,161,71,61,12,12,39,133
1101692707,3,札幌市中央区,南二十七条西７丁目,2,692708,,X,X,X,X,X,X,X,X,X
1101692708,3,札幌市中央区,南二十七条西８丁目,1,,692707,31,25,23,6,14,2,1,6,10
1101692709,3,札幌市中央区,南二十七条西９丁目,0,,,-,-,-,-,-,-,-,-,-
1101692710,3,札幌市中央区,南二十七条西１０丁目,0,,,-,-,-,-,-,-,-,-,-
1101692711,3,札幌市中央区,南二十七条西１１丁目,0,,,73,43,40,21,13,3,4,11,39
1101692712,3,札幌市中央区,南二十七条西１２丁目,0,,,109,86,80,37,25,6,4,13,75
1101692713,3,札幌市中央区,南二十七条西１３丁目,1,,692714,27,19,18,7,9,1,3,9,9
1101692714,3,札幌市中央区,南二十七条西１４丁目,2,692713,,X,X,X,X,X,X,X,X,X
11016928,2,札幌市中央区,南二十八条西,0,,,427,251,235,74,125,16,49,113,121
1101692808,3,札幌市中央区,南二十八条西８丁目,0,,,118,68,68,10,51,-,30,54,3
1101692809,3,札幌市中央区,南二十八条西９丁目,0,,,78,36,35,10,20,1,4,17,10
1101692810,3,札幌市中央区,南二十八条西１０丁目,0,,,65,35,30,11,15,5,5,13,32
1101692811,3,札幌市中央区,南二十八条西１１丁目,0,,,39,26,25,10,11,1,1,5,18
1101692812,3,札幌市中央区,南二十八条西１２丁目,0,,,127,86,77,33,28,9,9,24,58
1101692813,3,札幌市中央区,南二十八条西１３丁目,0,,,-,-,-,-,-,-,-,-,-
11016929,2,札幌市中央区,南二十九条西,0,,,251,150,137,44,75,13,19,54,101
1101692908,3,札幌市中央区,南二十九条西８丁目,0,,,-,-,-,-,-,-,-,-,-
1101692909,3,札幌市中央区,南二十九条西９丁目,0,,,26,25,23,4,16,2,3,13,5
1101692910,3,札幌市中央区,南二十九条西１０丁目,0,,,109,77,71,25,37,6,9,24,53
1101692911,3,札幌市中央区,南二十九条西１１丁目,1,,692912,116,48,43,15,22,5,7,17,43
1101692912,3,札幌市中央区,南二十九条西１２丁目,2,692911,,X,X,X,X,X,X,X,X,X
11016930,2,札幌市中央区,南三十条西,0,,,57,27,25,14,7,2,1,3,34
1101693009,3,札幌市中央区,南三十条西９丁目,0,,,13,6,5,1,3,1,-,1,6
1101693010,3,札幌市中央区,南三十条西１０丁目,0,,,8,7,7,4,3,-,1,2,6
1101693011,3,札幌市中央区,南三十条西１１丁目,0,,,36,14,13,9,1,1,-,-,22
11017801,2,札幌市中央区,北一条東,0,,,1372,544,514,255,169,30,113,176,239
1101780101,3,札幌市中央区,北一条東１丁目,0,,,118,34,31,16,11,3,9,12,7
1101780102,3,札幌市中央区,北一条東２丁目,0,,,203,23,22,11,7,1,5,5,14
1101780103,3,札幌市中央区,北一条東３丁目,1,,780104,182,103,102,55,36,1,21,31,49
1101780104,3,札幌市中央区,北一条東４丁目,2,780103,,X,X,X,X,X,X,X,X,X
1101780105,3,札幌市中央区,北一条東５丁目,0,,,163,73,71,43,24,2,20,26,11
1101780106,3,札幌市中央区,北一条東６丁目,0,,,7,1,1,-,1,-,-,-,4
1101780107,3,札幌市中央区,北一条東７丁目,0,,,131,41,37,18,16,4,6,9,18
1101780108,3,札幌市中央区,北一条東８丁目,0,,,72,35,34,5,5,1,11,22,8
1101780109,3,札幌市中央区,北一条東９丁目,0,,,101,31,26,15,8,5,6,9,4
1101780110,3,札幌市中央区,北一条東１０丁目,0,,,230,144,135,67,43,9,22,43,78
1101780111,3,札幌市中央区,北一条東１１丁目,0,,,29,16,15,6,4,1,1,3,20
1101780112,3,札幌市中央区,北一条東１２丁目,0,,,124,41,38,19,14,3,11,15,25
1101780113,3,札幌市中央区,北一条東１３丁目,0,,,12,2,2,-,-,-,1,1,1
1101780114,3,札幌市中央区,北一条東１４丁目,0,,,-,-,-,-,-,-,-,-,-
1101780115,3,札幌市中央区,北一条東１５丁目,0,,,-,-,-,-,-,-,-,-,-
1101780116,3,札幌市中央区,北一条東１６丁目,0,,,-,-,-,-,-,-,-,-,-
1101780117,3,札幌市中央区,北一条東１７丁目,0,,,-,-,-,-,-,-,-,-,-
1101780118,3,札幌市中央区,北一条東１８丁目,0,,,-,-,-,-,-,-,-,-,-
1101780119,3,札幌市中央区,北一条東１９丁目,0,,,-,-,-,-,-,-,-,-,-
11017802,2,札幌市中央区,北二条東,0,,,1561,697,653,289,268,44,152,260,300
1101780201,3,札幌市中央区,北二条東１丁目,0,,,190,40,37,22,13,3,10,14,11
1101780202,3,札幌市中央区,北二条東２丁目,0,,,215,66,61,39,15,5,11,15,18
1101780203,3,札幌市中央区,北二条東３丁目,0,,,75,44,40,19,17,4,15,20,3
1101780204,3,札幌市中央区,北二条東４丁目,0,,,-,-,-,-,-,-,-,-,-
1101780205,3,札幌市中央区,北二条東５丁目,0,,,-,-,-,-,-,-,-,-,-
1101780206,3,札幌市中央区,北二条東６丁目,0,,,-,-,-,-,-,-,-,-,-
1101780207,3,札幌市中央区,北二条東７丁目,0,,,223,130,116,60,41,14,8,28,104
1101780208,3,札幌市中央区,北二条東８丁目,0,,,185,93,92,28,47,1,20,44,29
1101780209,3,札幌市中央区,北二条東９丁目,0,,,312,171,163,55,82,8,59,84,46
1101780210,3,札幌市中央区,北二条東１０丁目,0,,,97,61,60,25,26,1,11,21,28
1101780211,3,札幌市中央区,北二条東１１丁目,0,,,91,34,31,15,11,3,8,14,22
1101780212,3,札幌市中央区,北二条東１２丁目,0,,,86,12,10,7,2,2,2,2,9
1101780213,3,札幌市中央区,北二条東１３丁目,1,,780214,74,38,38,15,13,-,6,15,22
1101780214,3,札幌市中央区,北二条東１４丁目,2,780213,,X,X,X,X,X,X,X,X,X
1101780215,3,札幌市中央区,北二条東１５丁目,0,,,-,-,-,-,-,-,-,-,-
1101780216,3,札幌市中央区,北二条東１６丁目,0,,,-,-,-,-,-,-,-,-,-
1101780217,3,札幌市中央区,北二条東１７丁目,0,,,-,-,-,-,-,-,-,-,-
1101780218,3,札幌市中央区,北二条東１８丁目,0,,,-,-,-,-,-,-,-,-,-
1101780219,3,札幌市中央区,北二条東１９丁目,0,,,13,8,5,4,1,3,2,3,8
1101780220,3,札幌市中央区,北二条東２０丁目,0,,,-,-,-,-,-,-,-,-,-
11017803,2,札幌市中央区,北三条東,0,,,1314,511,480,222,217,31,104,186,241
1101780301,3,札幌市中央区,北三条東１丁目,1,,790201,58,18,18,18,-,-,-,-,55
1101780302,3,札幌市中央区,北三条東２丁目,0,,,367,93,86,39,39,7,30,39,25
1101780303,3,札幌市中央区,北三条東３丁目,0,,,328,87,78,47,26,9,18,24,20
1101780304,3,札幌市中央区,北三条東４丁目,0,,,13,5,5,3,1,-,1,1,7
1101780305,3,札幌市中央区,北三条東５丁目,0,,,11,6,6,3,3,-,-,2,6
1101780306,3,札幌市中央区,北三条東６丁目,0,,,123,72,70,22,39,2,12,34,33
1101780307,3,札幌市中央区,北三条東７丁目,0,,,133,29,27,12,15,2,11,13,7
1101780308,3,札幌市中央区,北三条東８丁目,0,,,31,6,5,-,4,1,-,3,8
1101780309,3,札幌市中央区,北三条東８丁目,0,,,-,-,-,-,-,-,-,-,-
1101780310,3,札幌市中央区,北三条東１０丁目,0,,,71,55,52,20,28,3,22,27,9
1101780311,3,札幌市中央区,北三条東１１丁目,0,,,-,-,-,-,-,-,-,-,-
1101780312,3,札幌市中央区,北三条東１２丁目,0,,,179,140,133,58,62,7,10,43,71
1101780313,3,札幌市中央区,北三条東１３丁目,0,,,-,-,-,-,-,-,-,-,-
1101780314,3,札幌市中央区,北三条東１４丁目,0,,,-,-,-,-,-,-,-,-,-
11017804,2,札幌市中央区,北四条東,0,,,871,250,234,119,69,16,34,55,136
1101780401,3,札幌市中央区,北四条東１丁目,0,,,264,59,58,36,18,1,14,16,17
1101780402,3,札幌市中央区,北四条東２丁目,0,,,307,85,76,36,19,9,5,11,70
1101780403,3,札幌市中央区,北四条東３丁目,0,,,-,-,-,-,-,-,-,-,-
1101780404,3,札幌市中央区,北四条東４丁目,0,,,213,87,81,38,25,6,13,24,37
1101780405,3,札幌市中央区,北四条東５丁目,0,,,87,19,19,9,7,-,2,4,12
1101780406,3,札幌市中央区,北四条東６丁目,0,,,-,-,-,-,-,-,-,-,-
1101780407,3,札幌市中央区,北四条東７丁目,0,,,-,-,-,-,-,-,-,-,-
1101780408,3,札幌市中央区,北四条東８丁目,0,,,-,-,-,-,-,-,-,-,-
11017805,2,札幌市中央区,北五条東,0,,,470,201,199,106,70,2,40,69,58
1101780501,3,札幌市中央区,北五条東１丁目,0,,,-,-,-,-,-,-,-,-,-
1101780502,3,札幌市中央区,北五条東２丁目,0,,,364,138,136,74,49,2,29,49,44
1101780503,3,札幌市中央区,北五条東３丁目,0,,,106,63,63,32,21,-,11,20,14
11017901,2,札幌市中央区,北一条西,0,,,3666,1398,1339,607,512,59,188,464,810
1101790101,3,札幌市中央区,北一条西１丁目,0,,,-,-,-,-,-,-,-,-,-
1101790102,3,札幌市中央区,北一条西２丁目,0,,,-,-,-,-,-,-,-,-,-
1101790103,3,札幌市中央区,北一条西３丁目,2,790107,,X,X,X,X,X,X,X,X,X
1101790104,3,札幌市中央区,北一条西４丁目,0,,,-,-,-,-,-,-,-,-,-
1101790105,3,札幌市中央区,北一条西５丁目,2,790107,,X,X,X,X,X,X,X,X,X
1101790106,3,札幌市中央区,北一条西６丁目,2,790107,,X,X,X,X,X,X,X,X,X
1101790107,3,札幌市中央区,北一条西７丁目,1,,790103;790105;790106,44,13,13,10,3,-,2,2,11
1101790108,3,札幌市中央区,北一条西８丁目,1,,790109,104,17,17,11,2,-,-,1,27
1101790109,3,札幌市中央区,北一条西９丁目,2,790108,,X,X,X,X,X,X,X,X,X
1101790110,3,札幌市中央区,北一条西１０丁目,0,,,115,18,17,14,-,1,-,2,19
1101790111,3,札幌市中央区,北一条西１１丁目,0,,,-,-,-,-,-,-,-,-,-
1101790112,3,札幌市中央区,北一条西１２丁目,0,,,-,-,-,-,-,-,-,-,-
1101790113,3,札幌市中央区,北一条西１３丁目,0,,,36,19,17,12,2,2,-,3,12
1101790114,3,札幌市中央区,北一条西１４丁目,0,,,122,75,75,45,20,-,8,14,38
1101790115,3,札幌市中央区,北一条西１５丁目,0,,,114,30,28,18,5,2,2,3,32
1101790116,3,札幌市中央区,北一条西１６丁目,0,,,130,33,30,17,12,3,12,12,4
1101790117,3,札幌市中央区,北一条西１７丁目,0,,,68,35,34,17,14,1,5,11,13
1101790118,3,札幌市中央区,北一条西１８丁目,0,,,185,76,73,41,18,3,6,16,58
1101790119,3,札幌市中央区,北一条西１９丁目,0,,,270,54,53,37,9,1,2,8,38
1101790120,3,札幌市中央区,北一条西２０丁目,0,,,373,143,138,50,67,5,26,63,48
1101790121,3,札幌市中央区,北一条西２１丁目,0,,,352,130,127,56,58,3,23,52,45
1101790122,3,札幌市中央区,北一条西２２丁目,0,,,318,96,92,36,36,4,12,32,40
1101790123,3,札幌市中央区,北一条西２３丁目,0,,,323,113,108,39,45,5,15,40,69
1101790124,3,札幌市中央区,北一条西２４丁目,0,,,110,56,50,19,22,6,4,16,46
1101790125,3,札幌市中央区,北一条西２５丁目,0,,,270,127,121,52,48,6,19,42,114
1101790126,3,札幌市中央区,北一条西２６丁目,0,,,340,184,174,64,71,10,28,76,88
1101790127,3,札幌市中央区,北一条西２７丁目,0,,,146,80,76,26,42,4,15,37,44
1101790128,3,札幌市中央区,北一条西２８丁目,0,,,246,99,96,43,38,3,9,34,64
11017902,2,札幌市中央区,北二条西,0,,,2064,914,871,396,343,43,136,318,409
1101790201,3,札幌市中央区,北二条西１丁目,2,780301,,X,X,X,X,X,X,X,X,X
1101790202,3,札幌市中央区,北二条西２丁目,0,,,-,-,-,-,-,-,-,-,-
1101790203,3,札幌市中央区,北二条西３丁目,0,,,-,-,-,-,-,-,-,-,-
1101790204,3,札幌市中央区,北二条西４丁目,0,,,-,-,-,-,-,-,-,-,-
1101790205,3,札幌市中央区,北二条西５丁目,0,,,-,-,-,-,-,-,-,-,-
1101790206,3,札幌市中央区,北二条西６丁目,0,,,-,-,-,-,-,-,-,-,-
1101790207,3,札幌市中央区,北二条西７丁目,0,,,-,-,-,-,-,-,-,-,-
1101790208,3,札幌市中央区,北二条西８丁目,0,,,-,-,-,-,-,-,-,-,-
1101790209,3,札幌市中央区,北二条西９丁目,2,790210,,X,X,X,X,X,X,X,X,X
1101790210,3,札幌市中央区,北二条西１０丁目,1,,790209,69,33,32,17,9,1,5,8,11
1101790211,3,札幌市中央区,北二条西１１丁目,0,,,-,-,-,-,-,-,-,-,-
1101790212,3,札幌市中央区,北二条西１２丁目,0,,,159,116,109,72,27,7,7,22,50
1101790213,3,札幌市中央区,北二条西１３丁目,0,,,144,86,83,41,23,3,14,26,24
1101790214,3,札幌市中央区,北二条西１４丁目,1,,790215,214,82,81,41,21,1,8,17,54
1101790215,3,札幌市中央区,北二条西１５丁目,2,790214,,X,X,X,X,X,X,X,X,X
1101790216,3,札幌市中央区,北二条西１６丁目,0,,,-,-,-,-,-,-,-,-,-
1101790217,3,札幌市中央区,北二条西１７丁目,0,,,104,55,54,27,21,1,6,21,27
1101790218,3,札幌市中央区,北二条西１８丁目,0,,,123,47,47,21,21,-,9,18,18
1101790219,3,札幌市中央区,北二条西１９丁目,0,,,69,49,49,18,27,-,14,22,13
1101790220,3,札幌市中央区,北二条西２０丁目,0,,,195,63,59,15,33,4,17,33,11
1101790221,3,札幌市中央区,北二条西２１丁目,0,,,127,41,40,23,13,1,3,7,31
1101790222,3,札幌市中央区,北二条西２２丁目,0,,,72,35,30,11,14,5,4,17,14
1101790223,3,札幌市中央区,北二条西２３丁目,0,,,86,35,34,8,17,1,4,17,17
1101790224,3,札幌市中央区,北二条西２４丁目,0,,,151,72,66,33,31,6,9,25,25
1101790225,3,札幌市中央区,北二条西２５丁目,0,,,113,68,67,18,39,1,21,41,18
1101790226,3,札幌市中央区,北二条西２６丁目,0,,,131,22,18,12,3,4,-,4,33
1101790227,3,札幌市中央区,北二条西２７丁目,0,,,136,45,42,11,21,3,5,12,26
1101790228,3,札幌市中央区,北二条西２８丁目,0,,,171,65,60,28,23,5,10,28,37
11017903,2,札幌市中央区,北三条西,0,,,2881,1397,1322,615,515,75,190,449,775
1101790301,3,札幌市中央区,北三条西１丁目,0,,,-,-,-,-,-,-,-,-,-
1101790302,3,札幌市中央区,北三条西２丁目,0,,,-,-,-,-,-,-,-,-,-
1101790303,3,札幌市中央区,北三条西３丁目,2,790307,,X,X,X,X,X,X,X,X,X
1101790304,3,札幌市中央区,北三条西４丁目,0,,,-,-,-,-,-,-,-,-,-
1101790305,3,札幌市中央区,北三条西５丁目,0,,,-,-,-,-,-,-,-,-,-
1101790306,3,札幌市中央区,北三条西６丁目,0,,,-,-,-,-,-,-,-,-,-
1101790307,3,札幌市中央区,北三条西７丁目,1,,790303,112,52,52,28,13,-,7,12,52
1101790308,3,札幌市中央区,北三条西８丁目,0,,,-,-,-,-,-,-,-,-,-
1101790309,3,札幌市中央区,北三条西９丁目,0,,,-,-,-,-,-,-,-,-,-
1101790310,3,札幌市中央区,北三条西１０丁目,0,,,-,-,-,-,-,-,-,-,-
1101790311,3,札幌市中央区,北三条西１１丁目,0,,,133,85,82,50,21,3,7,18,52
1101790312,3,札幌市中央区,北三条西１２丁目,0,,,65,28,23,15,7,5,2,5,26
1101790313,3,札幌市中央区,北三条西１３丁目,0,,,224,129,119,66,37,10,10,25,98
1101790314,3,札幌市中央区,北三条西１４丁目,0,,,113,21,21,13,7,-,1,5,23
1101790315,3,札幌市中央区,北三条西１５丁目,0,,,18,12,11,4,7,1,1,3,2
1101790316,3,札幌市中央区,北三条西１６丁目,0,,,283,199,193,74,98,6,49,101,36
1101790317,3,札幌市中央区,北三条西１７丁目,0,,,179,97,92,37,40,5,15,41,55
1101790318,3,札幌市中央区,北三条西１８丁目,1,,790319,139,85,79,32,30,6,6,30,32
1101790319,3,札幌市中央区,北三条西１９丁目,2,790318,,X,X,X,X,X,X,X,X,X
1101790320,3,札幌市中央区,北三条西２０丁目,0,,,155,62,54,28,14,8,6,9,31
1101790321,3,札幌市中央区,北三条西２１丁目,0,,,161,91,87,37,41,4,17,34,28
1101790322,3,札幌市中央区,北三条西２２丁目,0,,,99,49,48,22,20,1,7,15,22
1101790323,3,札幌市中央区,北三条西２３丁目,0,,,173,42,38,19,15,4,8,17,6
1101790324,3,札幌市中央区,北三条西２４丁目,0,,,208,81,77,37,30,4,14,26,41
1101790325,3,札幌市中央区,北三条西２５丁目,0,,,165,97,93,41,44,4,10,34,38
1101790326,3,札幌市中央区,北三条西２６丁目,0,,,160,59,56,26,24,3,11,18,33
1101790327,3,札幌市中央区,北三条西２７丁目,0,,,141,75,69,32,18,6,2,17,88
1101790328,3,札幌市中央区,北三条西２８丁目,0,,,26,13,13,6,6,-,3,3,10
1101790329,3,札幌市中央区,北三条西２９丁目,0,,,132,43,41,12,17,2,6,16,26
1101790330,3,札幌市中央区,北三条西３０丁目,0,,,195,77,74,36,26,3,8,20,76
11017904,2,札幌市中央区,北四条西,0,,,3379,1493,1406,602,548,87,194,510,809
1101790401,3,札幌市中央区,北四条西１丁目,0,,,-,-,-,-,-,-,-,-,-
1101790402,3,札幌市中央区,北四条西２丁目,0,,,-,-,-,-,-,-,-,-,-
1101790403,3,札幌市中央区,北四条西３丁目,0,,,-,-,-,-,-,-,-,-,-
1101790404,3,札幌市中央区,北四条西４丁目,0,,,-,-,-,-,-,-,-,-,-
1101790405,3,札幌市中央区,北四条西５丁目,0,,,-,-,-,-,-,-,-,-,-
1101790406,3,札幌市中央区,北四条西６丁目,2,790407,,X,X,X,X,X,X,X,X,X
1101790407,3,札幌市中央区,北四条西７丁目,1,,790406,86,41,41,19,10,-,-,3,50
1101790408,3,札幌市中央区,北四条西８丁目,0,,,-,-,-,-,-,-,-,-,-
1101790409,3,札幌市中央区,北四条西９丁目,0,,,-,-,-,-,-,-,-,-,-
1101790410,3,札幌市中央区,北四条西１０丁目,0,,,-,-,-,-,-,-,-,-,-
1101790411,3,札幌市中央区,北四条西１１丁目,0,,,260,128,123,59,42,5,13,31,78
1101790412,3,札幌市中央区,北四条西１２丁目,0,,,228,104,95,59,23,9,15,20,82
1101790413,3,札幌市中央区,北四条西１３丁目,0,,,194,71,66,32,20,5,11,17,28
1101790414,3,札幌市中央区,北四条西１４丁目,0,,,242,74,63,27,21,11,12,25,41
1101790415,3,札幌市中央区,北四条西１５丁目,0,,,175,94,90,41,38,4,10,36,43
1101790416,3,札幌市中央区,北四条西１６丁目,0,,,109,74,70,29,28,4,9,25,52
1101790417,3,札幌市中央区,北四条西１７丁目,0,,,278,130,123,64,42,7,23,41,37
1101790418,3,札幌市中央区,北四条西１８丁目,0,,,128,43,42,16,23,1,13,24,9
1101790419,3,札幌市中央区,北四条西１９丁目,0,,,123,48,43,12,20,5,4,24,19
1101790420,3,札幌市中央区,北四条西２０丁目,0,,,240,134,124,44,55,10,19,53,50
1101790421,3,札幌市中央区,北四条西２１丁目,0,,,75,23,21,9,6,2,1,9,13
1101790422,3,札幌市中央区,北四条西２２丁目,0,,,93,33,32,12,11,1,3,11,8
1101790423,3,札幌市中央区,北四条西２３丁目,0,,,80,32,32,16,10,-,4,8,15
1101790424,3,札幌市中央区,北四条西２４丁目,0,,,244,170,167,62,81,3,23,81,52
1101790425,3,札幌市中央区,北四条西２５丁目,0,,,330,106,98,31,43,8,12,36,80
1101790426,3,札幌市中央区,北四条西２６丁目,0,,,204,81,76,28,35,5,12,27,55
1101790427,3,札幌市中央区,北四条西２７丁目,0,,,101,14,12,7,2,2,1,1,18
1101790428,3,札幌市中央区,北四条西２８丁目,0,,,76,28,26,13,9,2,2,9,41
1101790429,3,札幌市中央区,北四条西２９丁目,0,,,41,19,17,6,7,2,3,9,10
1101790430,3,札幌市中央区,北四条西３０丁目,0,,,72,46,45,16,22,1,4,20,28
11017905,2,札幌市中央区,北五条西,0,,,3343,1230,1166,542,440,64,187,388,709
1101790501,3,札幌市中央区,北五条西１丁目,0,,,-,-,-,-,-,-,-,-,-
1101790502,3,札幌市中央区,北五条西２丁目,2,790509,,X,X,X,X,X,X,X,X,X
1101790503,3,札幌市中央区,北五条西３丁目,2,790509,,X,X,X,X,X,X,X,X,X
1101790504,3,札幌市中央区,北五条西４丁目,0,,,-,-,-,-,-,-,-,-,-
1101790505,3,札幌市中央区,北五条西５丁目,0,,,-,-,-,-,-,-,-,-,-
1101790506,3,札幌市中央区,北五条西６丁目,0,,,-,-,-,-,-,-,-,-,-
1101790507,3,札幌市中央区,北五条西７丁目,0,,,-,-,-,-,-,-,-,-,-
1101790508,3,札幌市中央区,北五条西８丁目,0,,,-,-,-,-,-,-,-,-,-
1101790509,3,札幌市中央区,北五条西９丁目,1,,790502;790503,193,61,60,36,20,1,6,12,34
1101790510,3,札幌市中央区,北五条西１０丁目,0,,,250,83,81,43,30,2,14,23,58
1101790511,3,札幌市中央区,北五条西１１丁目,0,,,159,80,79,52,21,1,17,19,9
1101790512,3,札幌市中央区,北五条西１２丁目,0,,,206,58,56,33,18,2,10,18,16
