KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000851001,T000851002,T000851003,T000851004,T000851005,T000851006,T000851007,T000851008,T000851009
,,,,,,,一般世帯総数,　親族世帯,　核家族世帯,　　うち夫婦のみの世帯,　　うち夫婦と子供から成る世帯,　核家族以外の世帯,　６歳未満世帯員のいる一般世帯総数,　１８歳未満世帯員のいる一般世帯総数,　６５歳以上世帯員のいる一般世帯総数
1101,1,札幌市中央区,,0,,,131819,55904,52695,22332,21118,3209,7894,18813,33734
11010200,2,札幌市中央区,宮ケ丘（番地）,2,1000,,X,X,X,X,X,X,X,X,X
11010300,2,札幌市中央区,円山,0,,,-,-,-,-,-,-,-,-,-
11010400,2,札幌市中央区,円山西町,0,,,7,6,4,-,4,2,1,2,6
11011000,2,札幌市中央区,宮の森,1,,200,27,18,17,7,9,1,3,5,6
11011100,2,札幌市中央区,盤渓,0,,,42,29,25,13,9,4,3,9,24
11011201,2,札幌市中央区,宮の森一条,0,,,2052,1171,1097,462,470,74,142,403,701
1101120101,3,札幌市中央区,宮の森一条１丁目,0,,,42,32,30,10,18,2,8,19,6
1101120102,3,札幌市中央区,宮の森一条２丁目,0,,,35,28,28,11,14,-,7,13,4
1101120103,3,札幌市中央区,宮の森一条３丁目,0,,,105,55,53,25,19,2,6,20,31
1101120104,3,札幌市中央区,宮の森一条４丁目,0,,,115,26,26,15,5,-,2,5,26
1101120105,3,札幌市中央区,宮の森一条５丁目,0,,,89,25,22,12,8,3,1,3,17
1101120106,3,札幌市中央区,宮の森一条６丁目,0,,,327,157,154,69,64,3,22,59,99
1101120107,3,札幌市中央区,宮の森一条７丁目,0,,,122,79,75,26,41,4,22,39,36
1101120108,3,札幌市中央区,宮の森一条８丁目,0,,,121,73,68,26,31,5,6,21,43
1101120109,3,札幌市中央区,宮の森一条９丁目,0,,,163,59,57,24,24,2,3,19,39
1101120110,3,札幌市中央区,宮の森一条１０丁目,0,,,304,171,160,61,73,11,22,53,108
1101120111,3,札幌市中央区,宮の森一条１１丁目,0,,,95,63,60,31,22,3,5,19,39
1101120112,3,札幌市中央区,宮の森一条１２丁目,0,,,55,42,39,18,16,3,3,16,26
1101120113,3,札幌市中央区,宮の森一条１３丁目,0,,,64,50,45,16,18,5,4,15,33
1101120114,3,札幌市中央区,宮の森一条１４丁目,0,,,43,31,25,6,14,6,4,15,18
1101120115,3,札幌市中央区,宮の森一条１５丁目,0,,,122,87,75,21,32,12,8,30,58
1101120116,3,札幌市中央区,宮の森一条１６丁目,0,,,178,139,130,66,50,9,15,41,83
1101120117,3,札幌市中央区,宮の森一条１７丁目,0,,,32,25,23,10,11,2,3,9,18
1101120118,3,札幌市中央区,宮の森一条１８丁目,0,,,40,29,27,15,10,2,1,7,17
11011202,2,札幌市中央区,宮の森二条,0,,,2652,1621,1529,598,691,92,209,569,904
1101120201,3,札幌市中央区,宮の森二条１丁目,0,,,60,20,19,5,12,1,1,6,9
1101120202,3,札幌市中央区,宮の森二条２丁目,0,,,129,78,75,41,19,3,5,13,71
1101120203,3,札幌市中央区,宮の森二条３丁目,0,,,223,129,127,42,61,2,25,56,48
1101120204,3,札幌市中央区,宮の森二条４丁目,0,,,279,89,86,31,31,3,10,26,69
1101120205,3,札幌市中央区,宮の森二条５丁目,0,,,246,117,114,54,43,3,22,43,56
1101120206,3,札幌市中央区,宮の森二条６丁目,0,,,192,104,98,40,42,6,9,36,77
1101120207,3,札幌市中央区,宮の森二条７丁目,0,,,203,110,104,24,61,6,16,47,44
1101120208,3,札幌市中央区,宮の森二条８丁目,0,,,222,130,122,46,55,8,19,51,77
1101120209,3,札幌市中央区,宮の森二条９丁目,0,,,113,79,73,29,38,6,8,18,50
1101120210,3,札幌市中央区,宮の森二条１０丁目,0,,,141,98,92,28,45,6,16,33,56
1101120211,3,札幌市中央区,宮の森二条１１丁目,0,,,99,83,78,34,41,5,15,33,36
1101120212,3,札幌市中央区,宮の森二条１２丁目,0,,,75,60,58,24,28,2,4,21,36
1101120213,3,札幌市中央区,宮の森二条１３丁目,0,,,124,102,94,36,48,8,9,40,52
1101120214,3,札幌市中央区,宮の森二条１４丁目,0,,,15,12,11,5,2,1,1,4,8
1101120215,3,札幌市中央区,宮の森二条１５丁目,0,,,130,103,96,35,46,7,10,41,48
1101120216,3,札幌市中央区,宮の森二条１６丁目,0,,,230,167,156,74,58,11,23,54,84
1101120217,3,札幌市中央区,宮の森二条１７丁目,0,,,171,140,126,50,61,14,16,47,83
11011203,2,札幌市中央区,宮の森三条,0,,,2459,1568,1492,527,743,76,207,635,698
1101120301,3,札幌市中央区,宮の森三条１丁目,0,,,97,75,74,23,42,1,14,40,32
1101120302,3,札幌市中央区,宮の森三条２丁目,0,,,132,79,77,29,38,2,13,31,46
1101120303,3,札幌市中央区,宮の森三条３丁目,0,,,195,142,135,45,71,7,22,53,44
1101120304,3,札幌市中央区,宮の森三条４丁目,0,,,352,221,216,72,102,5,24,91,86
1101120305,3,札幌市中央区,宮の森三条５丁目,0,,,403,156,146,68,53,10,17,50,78
1101120306,3,札幌市中央区,宮の森三条６丁目,0,,,295,174,164,37,97,10,24,87,62
1101120307,3,札幌市中央区,宮の森三条７丁目,0,,,323,241,228,84,115,13,23,86,116
1101120308,3,札幌市中央区,宮の森三条８丁目,0,,,84,60,55,20,24,5,6,20,36
1101120309,3,札幌市中央区,宮の森三条９丁目,0,,,76,54,49,23,22,5,6,17,27
1101120310,3,札幌市中央区,宮の森三条１０丁目,0,,,237,172,166,53,91,6,37,90,60
1101120311,3,札幌市中央区,宮の森三条１１丁目,0,,,82,58,55,25,26,3,6,21,29
1101120312,3,札幌市中央区,宮の森三条１２丁目,0,,,117,85,80,27,39,5,7,31,57
1101120313,3,札幌市中央区,宮の森三条１３丁目,0,,,66,51,47,21,23,4,8,18,25
11011204,2,札幌市中央区,宮の森四条,0,,,1535,1060,997,365,479,63,138,419,564
1101120401,3,札幌市中央区,宮の森四条１丁目,0,,,54,14,13,6,3,1,1,4,19
1101120402,3,札幌市中央区,宮の森四条２丁目,0,,,149,119,116,25,73,3,18,74,23
1101120403,3,札幌市中央区,宮の森四条３丁目,0,,,101,72,67,25,31,5,13,32,36
1101120404,3,札幌市中央区,宮の森四条４丁目,0,,,123,82,78,22,45,4,13,43,32
1101120405,3,札幌市中央区,宮の森四条５丁目,0,,,202,103,93,25,48,10,13,39,69
1101120406,3,札幌市中央区,宮の森四条６丁目,0,,,70,43,39,13,19,4,6,10,26
1101120407,3,札幌市中央区,宮の森四条７丁目,0,,,108,82,80,32,36,2,13,29,46
1101120408,3,札幌市中央区,宮の森四条８丁目,0,,,-,-,-,-,-,-,-,-,-
1101120409,3,札幌市中央区,宮の森四条９丁目,0,,,77,57,56,13,38,1,9,32,13
1101120410,3,札幌市中央区,宮の森四条１０丁目,0,,,163,108,103,50,41,5,17,32,65
1101120411,3,札幌市中央区,宮の森四条１１丁目,0,,,231,165,152,62,58,13,9,46,109
1101120412,3,札幌市中央区,宮の森四条１２丁目,0,,,172,143,133,61,62,10,21,58,79
1101120413,3,札幌市中央区,宮の森四条１３丁目,0,,,85,72,67,31,25,5,5,20,47
11011300,2,札幌市中央区,双子山,0,,,331,240,224,111,79,16,22,65,167
1101130001,3,札幌市中央区,双子山１丁目,0,,,144,97,90,36,38,7,6,26,70
1101130002,3,札幌市中央区,双子山２丁目,0,,,92,76,71,39,20,5,7,19,50
1101130003,3,札幌市中央区,双子山３丁目,0,,,73,50,46,21,19,4,8,19,28
1101130004,3,札幌市中央区,双子山４丁目,0,,,22,17,17,15,2,-,1,1,19
11011400,2,札幌市中央区,界川,0,,,278,218,193,82,88,25,21,58,138
1101140001,3,札幌市中央区,界川１丁目,0,,,58,41,36,15,16,5,4,10,32
1101140002,3,札幌市中央区,界川２丁目,0,,,97,72,60,29,23,12,7,14,54
1101140003,3,札幌市中央区,界川３丁目,0,,,123,105,97,38,49,8,10,34,52
1101140004,3,札幌市中央区,界川４丁目,0,,,-,-,-,-,-,-,-,-,-
11011500,2,札幌市中央区,旭ケ丘,0,,,459,361,343,140,153,18,32,126,220
1101150001,3,札幌市中央区,旭ケ丘１丁目,0,,,177,142,136,49,72,6,17,53,71
1101150002,3,札幌市中央区,旭ケ丘２丁目,0,,,34,27,26,14,11,1,1,9,15
1101150003,3,札幌市中央区,旭ケ丘３丁目,0,,,108,84,78,30,32,6,8,30,62
1101150004,3,札幌市中央区,旭ケ丘４丁目,0,,,55,43,41,20,14,2,2,14,25
1101150005,3,札幌市中央区,旭ケ丘５丁目,0,,,68,52,49,20,20,3,4,16,39
1101150006,3,札幌市中央区,旭ケ丘６丁目,0,,,17,13,13,7,4,-,-,4,8
11011600,2,札幌市中央区,伏見,0,,,503,372,359,134,163,13,49,137,212
1101160001,3,札幌市中央区,伏見１丁目,0,,,90,73,71,31,31,2,7,21,41
1101160002,3,札幌市中央区,伏見２丁目,0,,,128,89,88,30,31,1,10,38,50
1101160003,3,札幌市中央区,伏見３丁目,0,,,186,143,137,51,73,6,23,52,86
1101160004,3,札幌市中央区,伏見４丁目,0,,,77,50,47,16,22,3,6,19,27
1101160005,3,札幌市中央区,伏見５丁目,0,,,22,17,16,6,6,1,3,7,8
11011700,2,札幌市中央区,円山西町,0,,,1364,964,901,394,379,63,82,288,652
1101170001,3,札幌市中央区,円山西町１丁目,0,,,248,158,149,58,70,9,8,46,115
1101170002,3,札幌市中央区,円山西町２丁目,0,,,197,153,138,59,59,15,9,40,110
1101170003,3,札幌市中央区,円山西町３丁目,0,,,164,99,93,39,40,6,15,36,61
1101170004,3,札幌市中央区,円山西町４丁目,0,,,90,71,68,41,22,3,4,13,52
1101170005,3,札幌市中央区,円山西町５丁目,0,,,181,141,136,71,50,5,12,41,84
1101170006,3,札幌市中央区,円山西町６丁目,0,,,40,31,29,11,10,2,2,8,26
1101170007,3,札幌市中央区,円山西町７丁目,0,,,75,55,49,18,22,6,4,18,37
1101170008,3,札幌市中央区,円山西町８丁目,0,,,135,95,89,46,29,6,11,25,67
1101170009,3,札幌市中央区,円山西町９丁目,0,,,143,98,91,29,50,7,7,37,51
1101170010,3,札幌市中央区,円山西町１０丁目,0,,,91,63,59,22,27,4,10,24,49
11011800,2,札幌市中央区,中島公園,2,690903,,X,X,X,X,X,X,X,X,X
11011900,2,札幌市中央区,宮ケ丘,0,,,349,212,203,89,84,9,25,70,118
1101190001,3,札幌市中央区,宮ケ丘１丁目,0,,,158,84,80,39,30,4,6,21,53
1101190002,3,札幌市中央区,宮ケ丘２丁目,0,,,116,79,76,34,32,3,13,29,38
1101190003,3,札幌市中央区,宮ケ丘３丁目,0,,,75,49,47,16,22,2,6,20,27
11012000,2,札幌市中央区,大通東,0,,,1684,665,615,311,209,50,98,198,347
1101200001,3,札幌市中央区,大通東１丁目,0,,,-,-,-,-,-,-,-,-,-
1101200002,3,札幌市中央区,大通東２丁目,0,,,142,78,72,38,25,6,15,26,46
1101200003,3,札幌市中央区,大通東３丁目,0,,,266,18,17,13,2,1,2,3,9
1101200004,3,札幌市中央区,大通東４丁目,0,,,166,63,56,27,21,7,16,24,17
1101200005,3,札幌市中央区,大通東５丁目,0,,,143,31,27,16,7,4,4,4,30
1101200006,3,札幌市中央区,大通東６丁目,0,,,96,43,39,22,15,4,11,17,7
1101200007,3,札幌市中央区,大通東７丁目,0,,,171,68,63,33,21,5,16,25,27
1101200008,3,札幌市中央区,大通東８丁目,0,,,269,93,84,36,31,9,14,28,49
1101200009,3,札幌市中央区,大通東９丁目,0,,,153,79,76,40,29,3,6,22,45
1101200010,3,札幌市中央区,大通東１０丁目,0,,,165,125,116,51,40,9,10,40,47
1101200011,3,札幌市中央区,大通東１１丁目,0,,,88,50,49,29,14,1,4,8,56
1101200012,3,札幌市中央区,大通東１２丁目,0,,,25,17,16,6,4,1,-,1,14
1101200013,3,札幌市中央区,大通東１３丁目,0,,,-,-,-,-,-,-,-,-,-
1101200014,3,札幌市中央区,大通東１４丁目,0,,,-,-,-,-,-,-,-,-,-
11012100,2,札幌市中央区,大通西,0,,,4209,1194,1140,574,381,54,177,347,894
1101210001,3,札幌市中央区,大通西１丁目,1,,210002,-,-,-,-,-,-,-,-,-
1101210002,3,札幌市中央区,大通西２丁目,2,210001,,X,X,X,X,X,X,X,X,X
1101210003,3,札幌市中央区,大通西３丁目,0,,,-,-,-,-,-,-,-,-,-
1101210004,3,札幌市中央区,大通西４丁目,0,,,-,-,-,-,-,-,-,-,-
1101210005,3,札幌市中央区,大通西５丁目,0,,,-,-,-,-,-,-,-,-,-
1101210006,3,札幌市中央区,大通西６丁目,0,,,97,7,6,4,2,1,2,2,5
1101210007,3,札幌市中央区,大通西７丁目,0,,,40,26,23,14,4,3,1,5,15
1101210008,3,札幌市中央区,大通西８丁目,0,,,113,13,13,8,2,-,-,1,11
1101210009,3,札幌市中央区,大通西９丁目,0,,,99,46,43,28,12,3,6,7,32
1101210010,3,札幌市中央区,大通西１０丁目,1,,210011,111,39,38,23,14,1,6,12,27
1101210011,3,札幌市中央区,大通西１１丁目,2,210010,,X,X,X,X,X,X,X,X,X
1101210012,3,札幌市中央区,大通西１２丁目,0,,,-,-,-,-,-,-,-,-,-
1101210013,3,札幌市中央区,大通西１３丁目,0,,,100,22,21,11,9,1,9,10,4
1101210014,3,札幌市中央区,大通西１４丁目,0,,,132,20,19,14,3,1,2,2,18
1101210015,3,札幌市中央区,大通西１５丁目,0,,,510,141,132,71,39,9,29,41,97
1101210016,3,札幌市中央区,大通西１６丁目,0,,,327,69,69,31,22,-,10,18,61
1101210017,3,札幌市中央区,大通西１７丁目,0,,,370,54,48,28,11,6,5,10,53
1101210018,3,札幌市中央区,大通西１８丁目,0,,,348,50,47,26,17,3,10,12,80
1101210019,3,札幌市中央区,大通西１９丁目,0,,,133,29,28,10,10,1,4,6,41
1101210020,3,札幌市中央区,大通西２０丁目,0,,,185,77,75,40,25,2,12,24,54
1101210021,3,札幌市中央区,大通西２１丁目,0,,,139,69,65,29,24,4,8,19,46
1101210022,3,札幌市中央区,大通西２２丁目,0,,,265,60,59,29,19,1,5,17,52
1101210023,3,札幌市中央区,大通西２３丁目,0,,,376,117,110,43,48,7,20,45,70
1101210024,3,札幌市中央区,大通西２４丁目,0,,,404,196,187,86,63,9,27,69,113
1101210025,3,札幌市中央区,大通西２５丁目,0,,,31,15,14,9,4,1,-,2,15
1101210026,3,札幌市中央区,大通西２６丁目,0,,,236,48,47,17,23,1,6,16,47
1101210027,3,札幌市中央区,大通西２７丁目,0,,,79,45,45,22,16,-,5,15,23
1101210028,3,札幌市中央区,大通西２８丁目,0,,,114,51,51,31,14,-,10,14,30
11016801,2,札幌市中央区,南一条東,0,,,1218,466,445,218,164,21,54,142,199
1101680101,3,札幌市中央区,南一条東１丁目,2,680102,,X,X,X,X,X,X,X,X,X
1101680102,3,札幌市中央区,南一条東２丁目,1,,680101,278,30,29,20,4,1,3,7,9
1101680103,3,札幌市中央区,南一条東３丁目,0,,,279,106,100,57,34,6,14,30,42
1101680104,3,札幌市中央区,南一条東４丁目,0,,,54,19,18,10,4,1,2,7,11
1101680105,3,札幌市中央区,南一条東５丁目,0,,,166,102,98,48,35,4,5,27,53
1101680106,3,札幌市中央区,南一条東６丁目,0,,,186,71,68,28,29,3,14,26,24
1101680107,3,札幌市中央区,南一条東７丁目,0,,,250,134,128,54,56,6,16,43,58
1101680108,3,札幌市中央区,南一条東８丁目,0,,,5,4,4,1,2,-,-,2,2
11016802,2,札幌市中央区,南二条東,0,,,1360,561,523,265,176,38,87,155,383
1101680201,3,札幌市中央区,南二条東１丁目,0,,,85,9,8,3,4,1,2,3,13
1101680202,3,札幌市中央区,南二条東２丁目,0,,,229,45,44,24,13,1,7,11,36
1101680203,3,札幌市中央区,南二条東３丁目,0,,,223,63,54,32,15,9,8,13,32
1101680204,3,札幌市中央区,南二条東４丁目,0,,,253,149,139,68,58,10,32,53,80
1101680205,3,札幌市中央区,南二条東５丁目,0,,,158,56,52,17,19,4,11,20,18
1101680206,3,札幌市中央区,南二条東６丁目,0,,,412,239,226,121,67,13,27,55,204
11016803,2,札幌市中央区,南三条東,0,,,1287,366,344,184,109,22,62,97,176
1101680301,3,札幌市中央区,南三条東１丁目,0,,,116,30,29,14,4,1,3,8,30
1101680302,3,札幌市中央区,南三条東２丁目,0,,,422,124,116,52,46,8,23,32,84
1101680303,3,札幌市中央区,南三条東３丁目,0,,,471,140,132,81,37,8,28,38,26
1101680304,3,札幌市中央区,南三条東４丁目,0,,,262,66,62,35,20,4,5,16,32
1101680305,3,札幌市中央区,南三条東５丁目,0,,,-,-,-,-,-,-,-,-,-
1101680306,3,札幌市中央区,南三条東６丁目,0,,,16,6,5,2,2,1,3,3,4
11016804,2,札幌市中央区,南四条東,0,,,1304,204,183,106,47,21,35,48,196
1101680401,3,札幌市中央区,南四条東１丁目,0,,,29,8,7,6,1,1,1,2,4
1101680402,3,札幌市中央区,南四条東２丁目,0,,,297,40,38,24,8,2,6,6,28
1101680403,3,札幌市中央区,南四条東３丁目,0,,,409,69,60,36,16,9,13,15,113
1101680404,3,札幌市中央区,南四条東４丁目,0,,,315,57,53,29,15,4,10,17,30
1101680405,3,札幌市中央区,南四条東５丁目,0,,,254,30,25,11,7,5,5,8,21
11016805,2,札幌市中央区,南五条東,0,,,936,135,120,72,27,15,22,29,163
1101680501,3,札幌市中央区,南五条東１丁目,0,,,86,27,23,11,7,4,3,5,18
1101680502,3,札幌市中央区,南五条東２丁目,0,,,272,38,33,21,8,5,8,9,27
1101680503,3,札幌市中央区,南五条東３丁目,0,,,446,47,43,29,8,4,6,8,96
1101680504,3,札幌市中央区,南五条東４丁目,0,,,97,17,16,8,4,1,5,6,6
1101680505,3,札幌市中央区,南五条東５丁目,0,,,35,6,5,3,-,1,-,1,16
11016806,2,札幌市中央区,南六条東,0,,,498,73,63,38,16,10,12,18,34
1101680601,3,札幌市中央区,南六条東１丁目,0,,,134,28,23,14,4,5,2,6,6
1101680602,3,札幌市中央区,南六条東２丁目,0,,,295,42,37,22,11,5,10,12,22
1101680603,3,札幌市中央区,南六条東３丁目,0,,,69,3,3,2,1,-,-,-,6
11016807,2,札幌市中央区,南七条東,0,,,88,42,40,25,9,2,3,5,22
1101680701,3,札幌市中央区,南七条東１丁目,0,,,-,-,-,-,-,-,-,-,-
1101680702,3,札幌市中央区,南七条東２丁目,0,,,88,42,40,25,9,2,3,5,22
11016901,2,札幌市中央区,南一条西,0,,,2550,894,865,409,339,29,157,302,556
1101690101,3,札幌市中央区,南一条西１丁目,2,690201,,X,X,X,X,X,X,X,X,X
1101690102,3,札幌市中央区,南一条西２丁目,0,,,-,-,-,-,-,-,-,-,-
1101690103,3,札幌市中央区,南一条西３丁目,0,,,-,-,-,-,-,-,-,-,-
1101690104,3,札幌市中央区,南一条西４丁目,0,,,71,11,11,9,1,-,1,1,5
1101690105,3,札幌市中央区,南一条西５丁目,0,,,-,-,-,-,-,-,-,-,-
1101690106,3,札幌市中央区,南一条西６丁目,2,690108,,X,X,X,X,X,X,X,X,X
1101690107,3,札幌市中央区,南一条西７丁目,2,690108,,X,X,X,X,X,X,X,X,X
1101690108,3,札幌市中央区,南一条西８丁目,1,,690106;690107,55,26,25,15,6,1,2,4,22
1101690109,3,札幌市中央区,南一条西９丁目,0,,,167,17,17,8,7,-,4,8,10
1101690110,3,札幌市中央区,南一条西１０丁目,0,,,43,5,5,4,1,-,1,1,-
1101690111,3,札幌市中央区,南一条西１１丁目,0,,,50,3,2,2,-,1,-,-,1
1101690112,3,札幌市中央区,南一条西１２丁目,0,,,65,11,11,6,2,-,1,1,8
1101690113,3,札幌市中央区,南一条西１３丁目,0,,,73,34,33,15,17,1,8,12,13
1101690114,3,札幌市中央区,南一条西１４丁目,0,,,99,7,6,2,1,1,-,-,42
1101690115,3,札幌市中央区,南一条西１５丁目,0,,,117,24,23,13,5,1,4,6,47
1101690116,3,札幌市中央区,南一条西１６丁目,0,,,72,7,6,5,1,1,1,1,11
1101690117,3,札幌市中央区,南一条西１７丁目,0,,,97,26,25,12,6,1,3,5,23
1101690118,3,札幌市中央区,南一条西１８丁目,0,,,117,20,19,7,7,1,5,6,4
1101690119,3,札幌市中央区,南一条西１９丁目,0,,,236,96,91,43,30,5,18,30,38
1101690120,3,札幌市中央区,南一条西２０丁目,0,,,146,76,74,36,34,2,17,28,22
1101690121,3,札幌市中央区,南一条西２１丁目,0,,,231,110,107,41,52,3,27,51,39
1101690122,3,札幌市中央区,南一条西２２丁目,0,,,119,16,15,5,7,1,5,9,12
1101690123,3,札幌市中央区,南一条西２３丁目,0,,,199,94,91,40,41,3,16,33,76
1101690124,3,札幌市中央区,南一条西２４丁目,0,,,127,48,48,20,21,-,6,18,25
1101690125,3,札幌市中央区,南一条西２５丁目,0,,,164,74,72,36,29,2,12,25,42
1101690126,3,札幌市中央区,南一条西２６丁目,0,,,57,30,29,11,13,1,8,16,23
1101690127,3,札幌市中央区,南一条西２７丁目,0,,,148,96,93,50,31,3,5,23,65
1101690128,3,札幌市中央区,南一条西２８丁目,0,,,97,63,62,29,27,1,13,24,28
11016902,2,札幌市中央区,南二条西,0,,,3112,924,879,445,281,45,137,264,636
1101690201,3,札幌市中央区,南二条西１丁目,1,,690101,35,13,13,7,5,-,1,1,10
1101690202,3,札幌市中央区,南二条西２丁目,0,,,-,-,-,-,-,-,-,-,-
1101690203,3,札幌市中央区,南二条西３丁目,0,,,-,-,-,-,-,-,-,-,-
1101690204,3,札幌市中央区,南二条西４丁目,0,,,-,-,-,-,-,-,-,-,-
1101690205,3,札幌市中央区,南二条西５丁目,0,,,33,8,4,4,-,4,-,-,11
1101690206,3,札幌市中央区,南二条西６丁目,0,,,53,5,5,4,-,-,-,-,10
1101690207,3,札幌市中央区,南二条西７丁目,0,,,17,4,3,2,1,1,1,1,6
1101690208,3,札幌市中央区,南二条西８丁目,0,,,225,81,76,46,18,5,7,17,56
1101690209,3,札幌市中央区,南二条西９丁目,0,,,320,61,58,40,14,3,14,18,16
1101690210,3,札幌市中央区,南二条西１０丁目,0,,,209,41,37,24,5,4,4,4,67
1101690211,3,札幌市中央区,南二条西１１丁目,0,,,49,5,4,3,-,1,-,-,7
1101690212,3,札幌市中央区,南二条西１２丁目,0,,,261,98,93,54,19,5,15,22,65
1101690213,3,札幌市中央区,南二条西１３丁目,0,,,254,60,59,35,15,1,6,13,26
1101690214,3,札幌市中央区,南二条西１４丁目,0,,,-,-,-,-,-,-,-,-,-
1101690215,3,札幌市中央区,南二条西１５丁目,2,690216,,X,X,X,X,X,X,X,X,X
1101690216,3,札幌市中央区,南二条西１６丁目,1,,690215,-,-,-,-,-,-,-,-,-
1101690217,3,札幌市中央区,南二条西１７丁目,0,,,-,-,-,-,-,-,-,-,-
1101690218,3,札幌市中央区,南二条西１８丁目,0,,,155,15,14,5,5,1,2,3,13
1101690219,3,札幌市中央区,南二条西１９丁目,0,,,282,45,43,21,11,2,4,7,43
1101690220,3,札幌市中央区,南二条西２０丁目,0,,,52,14,14,10,4,-,1,1,16
1101690221,3,札幌市中央区,南二条西２１丁目,0,,,172,86,85,37,37,1,20,34,41
1101690222,3,札幌市中央区,南二条西２２丁目,0,,,174,91,88,24,48,3,15,41,45
1101690223,3,札幌市中央区,南二条西２３丁目,0,,,128,45,42,17,22,3,9,20,27
1101690224,3,札幌市中央区,南二条西２４丁目,0,,,103,43,41,18,20,2,8,19,19
1101690225,3,札幌市中央区,南二条西２５丁目,0,,,196,58,55,29,15,3,12,16,34
1101690226,3,札幌市中央区,南二条西２６丁目,0,,,211,90,87,39,26,3,15,30,76
1101690227,3,札幌市中央区,南二条西２７丁目,0,,,104,32,30,13,9,2,2,7,25
1101690228,3,札幌市中央区,南二条西２８丁目,0,,,79,29,28,13,7,1,1,10,23
11016903,2,札幌市中央区,南三条西,0,,,2586,799,747,375,264,52,121,260,618
1101690301,3,札幌市中央区,南三条西１丁目,0,,,119,16,15,10,3,1,2,3,6
1101690302,3,札幌市中央区,南三条西２丁目,0,,,88,12,11,8,1,1,-,1,44
1101690303,3,札幌市中央区,南三条西３丁目,0,,,-,-,-,-,-,-,-,-,-
1101690304,3,札幌市中央区,南三条西４丁目,2,690306,,X,X,X,X,X,X,X,X,X
1101690305,3,札幌市中央区,南三条西５丁目,2,690306,,X,X,X,X,X,X,X,X,X
1101690306,3,札幌市中央区,南三条西６丁目,1,,690304;690305,92,35,32,18,5,3,1,10,40
1101690307,3,札幌市中央区,南三条西７丁目,0,,,158,23,22,11,7,1,2,4,29
1101690308,3,札幌市中央区,南三条西８丁目,0,,,441,98,92,50,27,6,24,34,79
1101690309,3,札幌市中央区,南三条西９丁目,1,,690310,442,151,138,73,46,13,30,52,99
1101690310,3,札幌市中央区,南三条西１０丁目,2,690309,,X,X,X,X,X,X,X,X,X
1101690311,3,札幌市中央区,南三条西１１丁目,0,,,87,14,13,8,3,1,1,2,58
1101690312,3,札幌市中央区,南三条西１２丁目,0,,,177,57,53,35,8,4,8,12,52
1101690313,3,札幌市中央区,南三条西１３丁目,0,,,93,4,3,3,-,1,-,-,8
1101690314,3,札幌市中央区,南三条西１４丁目,0,,,-,-,-,-,-,-,-,-,-
1101690315,3,札幌市中央区,南三条西１５丁目,0,,,-,-,-,-,-,-,-,-,-
1101690316,3,札幌市中央区,南三条西１６丁目,0,,,-,-,-,-,-,-,-,-,-
1101690317,3,札幌市中央区,南三条西１７丁目,2,690416,,X,X,X,X,X,X,X,X,X
1101690318,3,札幌市中央区,南三条西１８丁目,0,,,-,-,-,-,-,-,-,-,-
1101690320,3,札幌市中央区,南三条西２０丁目,0,,,162,74,69,25,30,5,14,30,23
1101690321,3,札幌市中央区,南三条西２１丁目,0,,,53,29,27,10,16,2,4,11,15
1101690322,3,札幌市中央区,南三条西２２丁目,0,,,110,36,31,18,9,5,5,9,18
1101690323,3,札幌市中央区,南三条西２３丁目,0,,,100,31,29,16,11,2,3,6,23
1101690324,3,札幌市中央区,南三条西２４丁目,0,,,90,19,18,8,7,1,-,4,22
1101690325,3,札幌市中央区,南三条西２５丁目,0,,,115,43,42,20,18,1,6,15,39
1101690326,3,札幌市中央区,南三条西２６丁目,0,,,97,69,68,26,39,1,10,36,22
1101690327,3,札幌市中央区,南三条西２７丁目,0,,,143,75,72,31,29,3,8,25,34
1101690328,3,札幌市中央区,南三条西２８丁目,0,,,19,13,12,5,5,1,3,6,7
11016904,2,札幌市中央区,南四条西,0,,,3916,1111,1029,436,416,82,201,390,654
1101690401,3,札幌市中央区,南四条西１丁目,1,,690402,30,7,6,4,2,1,-,2,15
1101690402,3,札幌市中央区,南四条西２丁目,2,690401,,X,X,X,X,X,X,X,X,X
1101690403,3,札幌市中央区,南四条西３丁目,0,,,-,-,-,-,-,-,-,-,-
1101690404,3,札幌市中央区,南四条西４丁目,2,690406,,X,X,X,X,X,X,X,X,X
1101690405,3,札幌市中央区,南四条西５丁目,2,690406,,X,X,X,X,X,X,X,X,X
1101690406,3,札幌市中央区,南四条西６丁目,1,,690404;690405,59,7,7,5,1,-,-,-,2
1101690407,3,札幌市中央区,南四条西７丁目,0,,,15,2,2,1,1,-,-,1,3
1101690408,3,札幌市中央区,南四条西８丁目,0,,,249,57,52,26,21,5,14,21,23
1101690409,3,札幌市中央区,南四条西９丁目,0,,,115,15,14,9,1,1,1,1,12
1101690410,3,札幌市中央区,南四条西１０丁目,0,,,528,20,16,7,5,4,1,5,48
1101690411,3,札幌市中央区,南四条西１１丁目,0,,,167,36,32,19,7,4,5,8,27
1101690412,3,札幌市中央区,南四条西１２丁目,0,,,239,45,34,14,10,11,5,10,56
