KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000865001,T000865002,T000865003,T000865004,T000865005,T000865006,T000865007,T000865008,T000865009,T000865010,T000865011,T000865012,T000865013,T000865014,T000865015,T000865016,T000865017,T000865018,T000865019,T000865020,T000865021,T000865022,T000865023,T000865024,T000865025
,,,,,,,総数,Ａ　農業、林業,　うち農業,Ｂ　漁業,Ｃ　鉱業、採石業、砂利採取業,Ｄ　建設業,Ｅ　製造業,Ｆ　電気・ガス・熱供給・水道業,Ｇ　情報通信業,Ｈ　運輸業、郵便業,Ｉ　卸売業、小売業,Ｊ　金融業、保険業,Ｋ　不動産業、物品賃貸業,Ｌ　学術研究、専門・技術サービス業,Ｍ　宿泊業、飲食サービス業,Ｎ　生活関連サービス業、娯楽業,Ｏ　教育、学習支援業,Ｐ　医療、福祉,Ｑ　複合サービス事業,Ｒ　サービス業（他に分類されないもの）,Ｓ　公務（他に分類されるものを除く）,Ｔ　分類不能の産業,雇用者（役員を含む）,自営業主（家庭内職者を含む）,家族従業者
1101210018,3,札幌市中央区,大通西１８丁目,0,,,211,-,-,-,-,4,11,1,13,5,31,5,5,15,10,10,7,28,1,21,7,37,156,17,1
1101210019,3,札幌市中央区,大通西１９丁目,0,,,76,-,-,-,-,5,1,-,5,1,11,2,1,4,5,4,3,7,-,6,4,17,54,8,1
1101210020,3,札幌市中央区,大通西２０丁目,0,,,141,-,-,-,-,5,8,1,6,2,18,11,8,7,8,3,7,30,-,6,9,12,122,7,-
1101210021,3,札幌市中央区,大通西２１丁目,0,,,116,-,-,-,-,4,9,3,7,2,18,6,4,11,10,3,6,15,-,9,1,8,97,9,1
1101210022,3,札幌市中央区,大通西２２丁目,0,,,193,-,-,-,-,5,9,3,11,2,31,8,7,10,8,13,8,24,1,14,10,29,158,11,3
1101210023,3,札幌市中央区,大通西２３丁目,0,,,284,-,-,-,-,3,15,1,20,6,52,10,10,17,20,15,12,37,-,27,5,34,226,20,7
1101210024,3,札幌市中央区,大通西２４丁目,0,,,305,1,1,-,-,5,16,-,25,3,48,21,9,20,13,2,22,55,-,9,15,41,240,26,3
1101210025,3,札幌市中央区,大通西２５丁目,0,,,21,-,-,-,-,1,2,-,1,1,5,-,1,-,2,-,1,4,-,1,1,1,15,3,1
1101210026,3,札幌市中央区,大通西２６丁目,0,,,159,-,-,-,-,5,8,-,8,2,19,5,14,9,5,5,7,21,-,12,4,35,113,9,2
1101210027,3,札幌市中央区,大通西２７丁目,0,,,59,-,-,-,-,2,1,-,4,-,8,4,4,6,1,3,6,10,-,3,2,5,48,5,1
1101210028,3,札幌市中央区,大通西２８丁目,0,,,99,-,-,-,-,-,2,-,6,-,9,27,9,5,5,3,2,16,1,5,1,8,81,6,1
11016801,2,札幌市中央区,南一条東,0,,,1085,2,2,-,-,46,73,9,75,21,153,52,27,70,69,37,57,129,6,76,51,132,872,86,13
1101680101,3,札幌市中央区,南一条東１丁目,2,680102,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101680102,3,札幌市中央区,南一条東２丁目,1,,680101,189,-,-,-,-,2,12,-,14,3,24,13,4,8,11,9,12,21,2,7,5,42,134,13,1
1101680103,3,札幌市中央区,南一条東３丁目,0,,,298,-,-,-,-,17,22,1,18,3,37,12,5,15,38,10,16,36,1,20,11,36,252,17,2
1101680104,3,札幌市中央区,南一条東４丁目,0,,,39,1,1,-,-,1,2,-,3,1,6,-,2,2,2,-,4,9,-,3,1,2,33,4,-
1101680105,3,札幌市中央区,南一条東５丁目,0,,,159,-,-,-,-,8,7,4,10,3,29,9,4,13,6,4,6,21,-,11,12,12,132,14,5
1101680106,3,札幌市中央区,南一条東６丁目,0,,,154,1,1,-,-,4,14,1,15,-,23,11,4,8,5,4,9,13,2,12,10,18,128,10,1
1101680107,3,札幌市中央区,南一条東７丁目,0,,,242,-,-,-,-,14,15,3,15,11,34,7,8,24,6,10,10,28,1,23,12,21,189,28,4
1101680108,3,札幌市中央区,南一条東８丁目,0,,,4,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,1,4,-,-
11016802,2,札幌市中央区,南二条東,0,,,991,-,-,-,1,34,27,8,55,24,152,42,41,48,65,53,52,125,5,94,44,121,803,63,13
1101680201,3,札幌市中央区,南二条東１丁目,0,,,37,-,-,-,-,2,2,-,-,-,6,1,-,-,3,3,1,1,-,5,1,12,24,2,-
1101680202,3,札幌市中央区,南二条東２丁目,0,,,140,-,-,-,-,4,3,-,3,2,26,4,3,6,7,10,8,18,-,17,3,26,104,10,1
1101680203,3,札幌市中央区,南二条東３丁目,0,,,166,-,-,-,-,4,1,2,15,1,25,7,7,8,3,8,7,16,1,13,10,38,127,3,1
1101680204,3,札幌市中央区,南二条東４丁目,0,,,221,-,-,-,1,10,6,2,15,11,27,11,9,14,7,9,16,40,3,15,9,16,188,13,4
1101680205,3,札幌市中央区,南二条東５丁目,0,,,131,-,-,-,-,8,5,2,7,1,23,10,1,7,14,5,2,10,-,13,3,20,108,5,2
1101680206,3,札幌市中央区,南二条東６丁目,0,,,296,-,-,-,-,6,10,2,15,9,45,9,21,13,31,18,18,40,1,31,18,9,252,30,5
11016803,2,札幌市中央区,南三条東,0,,,923,-,-,-,-,30,48,4,66,9,132,20,32,48,78,44,32,81,3,69,23,204,654,61,17
1101680301,3,札幌市中央区,南三条東１丁目,0,,,71,-,-,-,-,4,4,-,8,2,5,-,1,3,11,4,2,5,-,2,1,19,45,7,1
1101680302,3,札幌市中央区,南三条東２丁目,0,,,277,-,-,-,-,7,7,3,12,2,37,4,13,8,24,16,7,25,-,18,7,87,164,25,10
1101680303,3,札幌市中央区,南三条東３丁目,0,,,349,-,-,-,-,10,32,1,28,4,55,12,11,24,21,15,12,31,2,25,3,63,265,19,1
1101680304,3,札幌市中央区,南三条東４丁目,0,,,211,-,-,-,-,9,5,-,18,1,27,4,7,11,22,9,10,20,1,23,12,32,169,9,5
1101680305,3,札幌市中央区,南三条東５丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101680306,3,札幌市中央区,南三条東６丁目,0,,,15,-,-,-,-,-,-,-,-,-,8,-,-,2,-,-,1,-,-,1,-,3,11,1,-
11016804,2,札幌市中央区,南四条東,0,,,772,-,-,-,-,23,30,1,40,10,108,25,17,25,107,31,13,64,1,62,10,205,529,48,6
1101680401,3,札幌市中央区,南四条東１丁目,0,,,21,-,-,-,-,-,-,-,2,1,1,1,2,1,2,-,1,6,-,1,-,3,17,1,-
1101680402,3,札幌市中央区,南四条東２丁目,0,,,179,-,-,-,-,3,8,-,13,2,17,10,5,8,27,5,3,9,-,11,3,55,111,17,-
1101680403,3,札幌市中央区,南四条東３丁目,0,,,211,-,-,-,-,6,8,-,7,3,29,3,2,6,33,11,2,19,-,19,3,60,138,14,5
1101680404,3,札幌市中央区,南四条東４丁目,0,,,208,-,-,-,-,9,10,1,8,2,40,8,5,2,24,9,5,15,-,14,3,53,151,9,-
1101680405,3,札幌市中央区,南四条東５丁目,0,,,153,-,-,-,-,5,4,-,10,2,21,3,3,8,21,6,2,15,1,17,1,34,112,7,1
11016805,2,札幌市中央区,南五条東,0,,,473,-,-,-,-,13,21,2,29,4,53,13,13,15,54,17,4,20,-,32,5,178,275,24,4
1101680501,3,札幌市中央区,南五条東１丁目,0,,,54,-,-,-,-,1,3,-,5,-,5,-,1,6,9,6,2,1,-,3,-,12,40,4,-
1101680502,3,札幌市中央区,南五条東２丁目,0,,,156,-,-,-,-,4,4,1,6,-,11,1,6,4,26,7,-,7,-,17,1,61,90,8,2
1101680503,3,札幌市中央区,南五条東３丁目,0,,,201,-,-,-,-,5,9,-,12,2,29,12,6,5,12,3,2,11,-,11,1,81,109,8,2
1101680504,3,札幌市中央区,南五条東４丁目,0,,,45,-,-,-,-,3,3,1,6,-,5,-,-,-,5,1,-,1,-,1,1,18,25,3,-
1101680505,3,札幌市中央区,南五条東５丁目,0,,,17,-,-,-,-,-,2,-,-,2,3,-,-,-,2,-,-,-,-,-,2,6,11,1,-
11016806,2,札幌市中央区,南六条東,0,,,243,-,-,-,-,6,10,1,7,1,28,9,6,9,29,14,3,8,-,7,4,101,120,24,1
1101680601,3,札幌市中央区,南六条東１丁目,0,,,76,-,-,-,-,-,1,-,4,-,8,3,1,2,13,6,1,3,-,3,-,31,41,7,-
1101680602,3,札幌市中央区,南六条東２丁目,0,,,131,-,-,-,-,4,4,-,2,1,15,6,5,7,10,5,2,5,-,4,4,57,62,12,-
1101680603,3,札幌市中央区,南六条東３丁目,0,,,36,-,-,-,-,2,5,1,1,-,5,-,-,-,6,3,-,-,-,-,-,13,17,5,1
11016807,2,札幌市中央区,南七条東,0,,,70,-,-,-,-,2,4,-,3,1,12,2,2,4,2,2,8,13,1,4,5,5,62,3,-
1101680701,3,札幌市中央区,南七条東１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101680702,3,札幌市中央区,南七条東２丁目,0,,,70,-,-,-,-,2,4,-,3,1,12,2,2,4,2,2,8,13,1,4,5,5,62,3,-
11016901,2,札幌市中央区,南一条西,0,,,1912,3,2,-,-,48,94,8,112,22,266,94,92,100,114,67,111,323,9,105,65,279,1496,150,21
1101690101,3,札幌市中央区,南一条西１丁目,2,690201,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690102,3,札幌市中央区,南一条西２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690103,3,札幌市中央区,南一条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690104,3,札幌市中央区,南一条西４丁目,0,,,50,-,-,-,-,1,6,-,2,-,9,12,2,-,2,-,1,1,-,1,2,11,41,-,-
1101690105,3,札幌市中央区,南一条西５丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690106,3,札幌市中央区,南一条西６丁目,2,690108,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690107,3,札幌市中央区,南一条西７丁目,2,690108,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690108,3,札幌市中央区,南一条西８丁目,1,,690106;690107,48,-,-,-,-,2,1,-,5,-,7,1,3,5,7,1,2,4,-,3,5,2,37,7,1
1101690109,3,札幌市中央区,南一条西９丁目,0,,,84,-,-,-,-,1,1,-,4,1,12,2,2,2,12,3,2,6,-,6,2,28,49,6,1
1101690110,3,札幌市中央区,南一条西１０丁目,0,,,19,-,-,-,-,-,2,-,1,-,4,1,-,-,2,1,2,1,-,1,-,4,15,-,-
1101690111,3,札幌市中央区,南一条西１１丁目,0,,,37,-,-,-,-,-,1,-,2,-,3,3,-,1,5,2,2,4,-,3,3,8,25,4,1
1101690112,3,札幌市中央区,南一条西１２丁目,0,,,41,-,-,-,-,3,-,1,1,3,3,1,2,3,5,2,2,-,-,4,1,10,31,2,-
1101690113,3,札幌市中央区,南一条西１３丁目,0,,,74,-,-,-,-,-,5,-,3,2,9,3,7,1,4,3,2,15,-,4,4,12,55,9,1
1101690114,3,札幌市中央区,南一条西１４丁目,0,,,41,-,-,-,-,2,2,-,-,-,5,1,2,2,4,-,1,3,1,4,2,12,24,8,-
1101690115,3,札幌市中央区,南一条西１５丁目,0,,,66,-,-,-,-,2,4,-,2,-,7,2,6,1,4,1,5,10,1,5,-,16,49,3,-
1101690116,3,札幌市中央区,南一条西１６丁目,0,,,48,-,-,-,-,-,2,-,2,-,3,2,5,-,6,3,2,9,-,3,3,8,36,3,1
1101690117,3,札幌市中央区,南一条西１７丁目,0,,,76,-,-,-,-,4,2,-,6,1,15,5,3,2,7,1,1,15,-,4,3,7,64,5,2
1101690118,3,札幌市中央区,南一条西１８丁目,0,,,78,-,-,-,-,1,4,-,7,-,6,3,4,1,6,3,4,15,1,5,3,15,62,3,-
1101690119,3,札幌市中央区,南一条西１９丁目,0,,,203,1,-,-,-,1,5,1,9,2,38,7,6,8,14,4,14,41,-,10,6,36,157,12,1
1101690120,3,札幌市中央区,南一条西２０丁目,0,,,141,-,-,-,-,5,7,3,9,3,26,6,7,4,4,2,10,24,1,8,1,21,117,5,1
1101690121,3,札幌市中央区,南一条西２１丁目,0,,,206,-,-,-,-,6,17,-,18,3,29,14,14,13,5,7,14,30,-,9,8,19,172,14,3
1101690122,3,札幌市中央区,南一条西２２丁目,0,,,73,-,-,-,-,1,4,-,6,-,13,4,1,2,5,6,4,7,-,2,3,15,53,5,1
1101690123,3,札幌市中央区,南一条西２３丁目,0,,,135,1,1,-,-,5,7,-,10,1,13,8,1,12,6,2,7,41,2,5,6,8,113,13,1
1101690124,3,札幌市中央区,南一条西２４丁目,0,,,105,-,-,-,-,3,4,-,4,-,16,4,6,7,2,8,8,17,-,11,5,10,91,5,-
1101690125,3,札幌市中央区,南一条西２５丁目,0,,,129,-,-,-,-,2,5,-,6,2,23,9,6,10,4,7,8,25,1,5,5,11,97,17,4
1101690126,3,札幌市中央区,南一条西２６丁目,0,,,49,-,-,-,-,1,3,1,3,1,7,1,2,5,4,2,3,9,-,1,1,5,42,3,-
1101690127,3,札幌市中央区,南一条西２７丁目,0,,,127,1,1,-,-,7,7,1,8,-,11,4,7,8,6,7,9,25,1,9,1,15,100,15,2
1101690128,3,札幌市中央区,南一条西２８丁目,0,,,82,-,-,-,-,1,5,1,4,3,7,1,6,13,-,2,8,21,1,2,1,6,66,11,1
11016902,2,札幌市中央区,南二条西,0,,,2318,2,2,-,1,71,126,15,126,28,306,101,75,147,176,97,139,309,11,149,80,359,1787,175,30
1101690201,3,札幌市中央区,南二条西１丁目,1,,690101,32,-,-,-,1,-,-,-,1,-,6,-,-,3,2,1,2,4,-,3,-,9,20,4,-
1101690202,3,札幌市中央区,南二条西２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690203,3,札幌市中央区,南二条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690204,3,札幌市中央区,南二条西４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690205,3,札幌市中央区,南二条西５丁目,0,,,14,-,-,-,-,-,-,-,-,-,3,-,-,-,3,2,-,-,-,-,-,6,3,3,2
1101690206,3,札幌市中央区,南二条西６丁目,0,,,39,-,-,-,-,4,4,-,2,-,4,-,2,2,1,4,1,-,-,7,1,7,26,6,1
1101690207,3,札幌市中央区,南二条西７丁目,0,,,11,-,-,-,-,-,1,-,1,-,4,-,1,1,1,-,-,1,-,-,-,1,5,4,1
1101690208,3,札幌市中央区,南二条西８丁目,0,,,168,-,-,-,-,7,11,3,10,3,19,6,8,10,12,5,8,29,2,16,5,14,136,16,3
1101690209,3,札幌市中央区,南二条西９丁目,0,,,225,-,-,-,-,3,9,2,15,2,24,11,2,13,19,13,11,22,3,15,8,53,150,21,2
1101690210,3,札幌市中央区,南二条西１０丁目,0,,,131,-,-,-,-,2,9,1,7,3,16,1,1,15,15,6,3,16,-,7,1,28,89,18,1
1101690211,3,札幌市中央区,南二条西１１丁目,0,,,21,-,-,-,-,2,-,-,2,-,2,1,-,1,3,-,1,2,-,1,-,6,15,-,-
1101690212,3,札幌市中央区,南二条西１２丁目,0,,,179,-,-,-,-,3,8,1,7,2,22,7,8,13,12,3,10,24,1,14,8,36,132,10,3
1101690213,3,札幌市中央区,南二条西１３丁目,0,,,217,-,-,-,-,5,11,3,12,3,27,12,3,11,23,8,21,24,1,8,9,36,177,11,3
1101690214,3,札幌市中央区,南二条西１４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690215,3,札幌市中央区,南二条西１５丁目,2,690216,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690216,3,札幌市中央区,南二条西１６丁目,1,,690215,10,-,-,-,-,2,-,-,-,1,3,-,-,-,-,-,-,1,-,-,3,-,10,-,-
1101690217,3,札幌市中央区,南二条西１７丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690218,3,札幌市中央区,南二条西１８丁目,0,,,98,-,-,-,-,3,2,-,6,-,15,1,1,2,6,3,3,22,1,6,2,25,72,2,-
1101690219,3,札幌市中央区,南二条西１９丁目,0,,,196,-,-,-,-,7,6,1,13,-,23,7,7,12,16,10,7,28,-,9,17,33,152,10,3
1101690220,3,札幌市中央区,南二条西２０丁目,0,,,36,-,-,-,-,1,2,-,3,1,7,1,2,3,3,1,3,2,-,3,-,4,29,3,-
1101690221,3,札幌市中央区,南二条西２１丁目,0,,,139,1,1,-,-,6,14,-,10,1,20,11,4,10,1,3,12,26,-,2,4,14,119,7,1
1101690222,3,札幌市中央区,南二条西２２丁目,0,,,173,-,-,-,-,3,14,-,8,2,30,10,3,16,25,5,8,18,-,10,6,15,146,13,2
1101690223,3,札幌市中央区,南二条西２３丁目,0,,,102,-,-,-,-,-,4,-,4,2,11,4,3,4,2,5,6,31,1,5,2,18,76,6,4
1101690224,3,札幌市中央区,南二条西２４丁目,0,,,78,1,1,-,-,4,2,-,1,1,15,4,5,2,5,5,5,8,-,6,1,13,60,2,1
1101690225,3,札幌市中央区,南二条西２５丁目,0,,,154,-,-,-,-,7,14,-,5,4,14,9,10,13,12,9,11,14,2,6,4,20,121,11,1
1101690226,3,札幌市中央区,南二条西２６丁目,0,,,155,-,-,-,-,11,7,1,10,1,18,9,9,10,9,6,17,16,-,18,3,10,131,17,1
1101690227,3,札幌市中央区,南二条西２７丁目,0,,,84,-,-,-,-,1,5,2,5,2,15,4,3,3,1,4,6,15,-,8,3,7,70,7,-
1101690228,3,札幌市中央区,南二条西２８丁目,0,,,56,-,-,-,-,-,3,1,4,-,8,3,3,3,5,4,4,6,-,5,3,4,48,4,1
11016903,2,札幌市中央区,南三条西,0,,,1794,4,1,-,-,53,76,9,116,20,253,55,68,100,172,61,100,249,2,120,54,282,1367,147,20
1101690301,3,札幌市中央区,南三条西１丁目,0,,,74,-,-,-,-,2,6,1,1,1,13,3,3,5,2,2,1,4,-,3,2,25,47,2,1
1101690302,3,札幌市中央区,南三条西２丁目,0,,,35,-,-,-,-,-,1,-,3,-,4,-,4,1,8,1,1,2,-,3,-,7,20,8,-
1101690303,3,札幌市中央区,南三条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690304,3,札幌市中央区,南三条西４丁目,2,690306,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690305,3,札幌市中央区,南三条西５丁目,2,690306,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690306,3,札幌市中央区,南三条西６丁目,1,,690304;690305,58,-,-,-,-,1,1,-,2,1,13,-,3,2,12,1,1,4,-,2,-,15,38,7,1
1101690307,3,札幌市中央区,南三条西７丁目,0,,,118,-,-,-,-,-,2,-,5,1,23,7,6,9,21,7,3,6,-,6,2,20,81,14,5
1101690308,3,札幌市中央区,南三条西８丁目,0,,,286,1,1,-,-,6,19,-,20,2,26,10,11,22,30,8,11,29,1,21,6,63,202,25,2
1101690309,3,札幌市中央区,南三条西９丁目,1,,690310,292,-,-,-,-,10,14,2,12,3,42,8,4,20,30,11,21,41,-,22,9,43,217,29,4
1101690310,3,札幌市中央区,南三条西１０丁目,2,690309,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690311,3,札幌市中央区,南三条西１１丁目,0,,,35,-,-,-,-,3,2,-,-,1,7,1,1,4,4,2,2,2,-,4,1,1,31,3,-
1101690312,3,札幌市中央区,南三条西１２丁目,0,,,131,-,-,-,-,4,5,-,13,2,22,1,7,3,15,5,5,27,-,5,3,14,98,17,2
1101690313,3,札幌市中央区,南三条西１３丁目,0,,,51,-,-,-,-,2,2,-,4,-,5,-,-,4,6,-,3,14,-,-,1,10,37,3,-
1101690314,3,札幌市中央区,南三条西１４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690315,3,札幌市中央区,南三条西１５丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690316,3,札幌市中央区,南三条西１６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690317,3,札幌市中央区,南三条西１７丁目,2,690416,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690318,3,札幌市中央区,南三条西１８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690320,3,札幌市中央区,南三条西２０丁目,0,,,128,-,-,-,-,4,5,3,10,1,11,4,5,9,12,5,8,22,-,11,2,16,104,9,1
1101690321,3,札幌市中央区,南三条西２１丁目,0,,,46,-,-,-,-,2,1,-,2,-,6,2,5,1,2,3,4,9,-,3,1,5,39,1,1
1101690322,3,札幌市中央区,南三条西２２丁目,0,,,82,-,-,-,-,1,3,-,3,-,12,2,6,2,8,4,8,11,-,11,1,10,68,5,-
1101690323,3,札幌市中央区,南三条西２３丁目,0,,,85,-,-,-,-,4,4,-,6,2,23,2,1,4,4,5,6,10,-,6,3,5,77,3,-
1101690324,3,札幌市中央区,南三条西２４丁目,0,,,59,1,-,-,-,5,1,2,3,2,9,1,-,1,6,1,3,6,-,8,1,9,47,2,-
1101690325,3,札幌市中央区,南三条西２５丁目,0,,,77,-,-,-,-,2,3,-,5,1,11,2,1,4,2,2,11,16,-,4,4,9,58,7,3
1101690326,3,札幌市中央区,南三条西２６丁目,0,,,97,2,-,-,-,5,3,-,13,2,7,5,5,4,3,2,4,23,1,3,7,8,87,4,-
1101690327,3,札幌市中央区,南三条西２７丁目,0,,,122,-,-,-,-,2,3,1,12,1,15,7,6,5,7,2,8,19,-,7,9,18,101,8,-
1101690328,3,札幌市中央区,南三条西２８丁目,0,,,18,-,-,-,-,-,1,-,2,-,4,-,-,-,-,-,-,4,-,1,2,4,15,-,-
11016904,2,札幌市中央区,南四条西,0,,,2665,6,5,-,-,70,118,36,148,28,323,94,77,113,194,123,132,438,5,178,95,487,2061,145,24
1101690401,3,札幌市中央区,南四条西１丁目,1,,690402,20,-,-,-,-,-,-,-,-,3,5,-,-,1,6,1,-,-,-,2,-,2,18,-,-
1101690402,3,札幌市中央区,南四条西２丁目,2,690401,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690403,3,札幌市中央区,南四条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690404,3,札幌市中央区,南四条西４丁目,2,690406,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690405,3,札幌市中央区,南四条西５丁目,2,690406,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690406,3,札幌市中央区,南四条西６丁目,1,,690404;690405,40,-,-,-,-,-,-,-,2,-,3,2,3,-,5,5,1,2,-,1,1,15,22,3,1
1101690407,3,札幌市中央区,南四条西７丁目,0,,,8,-,-,-,-,-,1,-,-,-,4,-,-,-,1,-,-,-,-,-,-,2,6,-,-
1101690408,3,札幌市中央区,南四条西８丁目,0,,,166,-,-,-,-,6,2,-,13,2,22,2,-,5,19,15,8,17,-,8,1,46,114,15,1
1101690409,3,札幌市中央区,南四条西９丁目,0,,,65,-,-,-,-,1,2,-,4,-,17,2,5,1,5,1,1,3,-,2,-,21,41,3,-
1101690410,3,札幌市中央区,南四条西１０丁目,0,,,250,1,1,-,-,8,6,-,13,-,22,7,5,5,31,13,7,15,1,20,5,91,159,8,-
1101690411,3,札幌市中央区,南四条西１１丁目,0,,,113,-,-,-,-,2,-,-,14,-,11,2,2,5,13,6,7,15,-,7,2,27,74,12,3
1101690412,3,札幌市中央区,南四条西１２丁目,0,,,126,-,-,-,-,3,5,-,7,2,17,2,4,4,15,8,5,11,-,7,4,32,90,9,-
1101690413,3,札幌市中央区,南四条西１３丁目,0,,,367,2,2,-,-,13,21,1,11,1,40,7,16,18,34,26,13,68,1,29,13,53,293,22,3
1101690414,3,札幌市中央区,南四条西１４丁目,0,,,129,-,-,-,-,2,8,-,7,2,20,3,3,6,10,4,5,30,-,9,4,16,112,3,-
1101690415,3,札幌市中央区,南四条西１５丁目,0,,,203,-,-,-,-,4,7,1,10,2,18,5,2,4,10,8,13,57,1,12,14,35,163,6,1
1101690416,3,札幌市中央区,南四条西１６丁目,1,,690317;690417,144,1,1,-,-,8,7,-,3,1,16,14,6,8,11,4,4,19,-,6,7,29,110,7,1
1101690417,3,札幌市中央区,南四条西１７丁目,2,690416,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1101690418,3,札幌市中央区,南四条西１８丁目,0,,,209,-,-,-,-,3,9,4,8,4,35,12,6,6,4,6,18,47,1,15,13,18,188,5,-
1101690420,3,札幌市中央区,南四条西２０丁目,0,,,82,-,-,-,-,4,2,-,6,1,9,4,5,-,2,2,8,20,-,2,3,14,67,3,-
1101690421,3,札幌市中央区,南四条西２１丁目,0,,,150,-,-,-,-,3,11,1,8,3,21,9,2,17,3,6,7,29,1,6,5,18,121,10,3
1101690422,3,札幌市中央区,南四条西２２丁目,0,,,84,-,-,-,-,3,3,25,2,-,6,1,2,1,-,7,4,12,-,7,2,9,65,8,3
1101690423,3,札幌市中央区,南四条西２３丁目,0,,,105,1,1,-,-,2,6,1,12,4,4,4,7,9,7,1,4,19,-,9,4,11,83,10,2
1101690424,3,札幌市中央区,南四条西２４丁目,0,,,99,-,-,-,-,2,6,-,8,1,16,5,2,5,5,-,5,21,-,9,6,8,84,7,1
1101690425,3,札幌市中央区,南四条西２５丁目,0,,,123,1,-,-,-,3,12,2,7,1,24,6,2,8,4,5,11,16,-,5,3,13,106,3,1
1101690426,3,札幌市中央区,南四条西２６丁目,0,,,128,-,-,-,-,2,5,1,10,1,11,6,3,8,8,3,8,33,-,9,4,16,110,5,1
1101690427,3,札幌市中央区,南四条西２７丁目,0,,,54,-,-,-,-,1,5,-,3,-,2,1,2,2,1,2,3,4,-,13,4,11,35,6,3
1101690428,3,札幌市中央区,南四条西２８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11016905,2,札幌市中央区,南五条西,0,,,3052,7,4,-,-,106,120,69,160,44,338,80,88,149,345,95,122,365,12,235,71,646,2229,201,36
1101690501,3,札幌市中央区,南五条西１丁目,0,,,119,-,-,-,-,6,7,1,5,-,13,2,2,2,8,3,5,5,-,5,-,55,62,3,-
1101690502,3,札幌市中央区,南五条西２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1101690503,3,札幌市中央区,南五条西３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
